,TrialList,PictureTarget.OnsetTime,PictureTarget.ACC,SumPrize,prize,CorrectAnswer,PictureTarget.CRESP,PictureTarget.RESP,PictureTarget.OnsetDelay,PictureTarget.RT,PictureTarget.RTTime,TargetPosition,Target_time,Ant_time,Fix_time,J_time,PicturePrime.OnsetTime,PicturePrime.OnsetDelay
0,1,63197,0,0,10,5,5,,48,0,0,left,280,4194,3826,46,58704,47
1,2,73386,1,2,2,5,5,5,4,47,73433,left,290,4255,3755,10,68876,37
2,3,83024,0,2,10,5,5,,10,0,0,left,300,4098,3902,36,78665,7
3,4,93414,0,2,0,4,4,,24,0,0,right,300,4385,3615,33,88754,31
4,5,103252,1,12,10,4,4,4,16,210,103462,right,300,4126,3874,32,98859,34
5,6,113542,0,12,0,5,5,,16,0,0,left,300,4410,3590,23,108865,35
6,7,123363,0,12,2,4,4,,3,0,0,right,300,4172,3828,50,118937,27
7,8,133519,0,12,0,4,4,,10,0,0,right,300,4232,3768,19,129026,17
8,9,143474,0,12,10,5,5,,9,0,0,left,300,4133,3867,12,139081,14
9,10,153830,0,12,0,5,5,,4,0,0,left,300,4455,3545,39,149120,5
10,11,163936,1,14,2,4,4,4,11,30,163966,right,300,4482,3518,14,159192,11
11,12,173691,1,14,0,4,4,4,9,209,173900,right,300,4451,3549,17,168980,19
12,13,183395,0,14,10,5,5,,7,0,0,left,300,4185,3815,44,178952,16
13,14,193768,1,16,2,4,4,4,2,79,193847,right,300,4491,3509,11,189024,6
14,15,203590,1,16,0,5,5,5,16,259,203849,left,300,4477,3523,21,198846,6
15,16,213413,0,16,2,5,5,,2,0,0,left,300,4292,3708,11,208868,12
16,17,223484,1,16,0,4,4,4,15,182,223666,right,300,4311,3689,33,218907,5
17,18,233573,0,16,2,5,5,,8,0,0,left,300,4452,3548,26,228862,17
18,19,243578,1,26,10,4,4,4,13,204,243782,right,300,4396,3604,20,238918,8
19,20,253333,1,28,2,5,5,5,17,211,253544,left,300,4175,3825,44,248890,14
20,21,263539,1,28,0,4,4,4,3,177,263716,right,300,4407,3593,11,258878,5
21,22,273277,0,28,2,5,5,,2,0,0,left,300,4224,3776,15,268800,6
22,23,283399,0,28,10,4,4,,13,0,0,right,300,4279,3721,20,278856,19
23,24,293254,1,30,2,4,4,4,5,170,293424,right,300,4087,3913,24,288911,13
24,25,303193,0,30,10,5,5,,11,0,0,left,300,4081,3919,21,298850,10
25,26,313649,0,30,0,4,4,,11,0,0,right,300,4482,3518,16,308905,12
26,27,323638,1,40,10,5,5,5,12,226,323864,left,300,4414,3586,49,318961,18
27,28,333443,1,42,2,5,5,5,11,165,333608,left,300,4198,3802,34,328983,18
28,29,343314,0,42,0,4,4,,6,0,0,right,300,4136,3864,45,338921,16
29,30,353721,0,42,0,5,5,,5,0,0,left,300,4472,3528,14,348993,5
30,31,363358,0,42,10,4,4,,6,0,0,right,300,4052,3948,33,359049,19
31,32,373631,0,42,2,5,5,,16,0,0,left,300,4243,3757,23,369121,17
32,33,383687,0,42,10,4,4,,17,0,0,right,300,4242,3758,15,379177,11
33,34,393608,1,42,0,4,4,4,8,170,393778,right,300,4117,3883,29,389232,18
34,35,403514,0,42,2,4,4,,7,0,0,right,300,4085,3915,23,399171,5
35,36,413502,1,52,10,5,5,5,11,181,413683,left,300,4014,3986,30,409226,10
36,37,423758,1,52,0,4,4,4,14,60,423818,right,300,4328,3672,45,419165,4
37,38,433396,1,54,2,4,4,4,13,256,433652,right,300,4129,3871,32,429003,5
38,39,443351,0,54,10,4,4,,2,0,0,right,300,4056,3944,46,439042,18
39,40,453674,0,54,0,5,5,,9,0,0,left,300,4300,3700,21,449114,4
40,41,463830,1,64,10,5,5,5,10,163,463993,left,300,4400,3600,14,459169,12
41,42,473852,0,64,2,5,5,,13,0,0,left,300,4497,3503,30,469091,19
42,43,483423,0,64,0,5,5,,10,0,0,left,300,4015,3985,23,479147,4
43,44,493545,0,64,0,4,4,,2,0,0,right,300,4090,3910,42,489202,10
44,45,503901,0,64,2,5,5,,13,0,0,left,300,4363,3637,19,499274,8
45,46,514007,0,64,0,4,4,,9,0,0,right,300,4417,3583,35,509330,14
46,47,523929,0,64,2,4,4,,4,0,0,right,300,4272,3728,23,519402,15
47,48,533934,1,64,0,5,5,5,7,198,534132,left,300,4218,3782,43,529458,11
48,49,543789,0,64,2,4,4,,9,0,0,right,300,4099,3901,18,539430,8
49,50,554229,1,64,0,5,5,5,5,151,554380,left,300,4488,3512,22,549485,15
50,51,563950,0,64,10,4,4,,4,0,0,right,300,4288,3712,49,559407,11
51,52,574206,0,64,2,5,5,,8,0,0,left,300,4451,3549,11,569496,18
52,53,583861,0,64,10,5,5,,13,0,0,left,300,4062,3938,48,579535,6
53,54,593983,0,64,0,5,5,,2,0,0,left,300,4107,3893,24,589623,18
54,55,604089,0,64,10,4,4,,11,0,0,right,300,4148,3852,25,599679,9
55,56,614361,0,64,2,5,5,,8,0,0,left,300,4368,3632,42,609734,8
56,57,624317,0,64,10,4,4,,6,0,0,right,300,4253,3747,39,619807,8
57,58,634289,0,64,2,4,4,,11,0,0,right,300,4148,3852,49,629879,11
58,59,644294,0,64,10,5,5,,13,0,0,left,300,4062,3938,33,639968,18
59,60,654500,1,66,2,4,4,4,11,139,654639,right,300,4198,3802,18,650040,17
60,61,664438,1,66,0,5,5,5,9,124,664562,left,300,4233,3767,16,659945,15
61,62,674561,0,66,10,4,4,,15,0,0,right,300,4462,3538,44,669833,17
62,63,684616,0,66,0,5,5,,8,0,0,left,300,4451,3549,42,679906,6
63,64,694471,0,66,10,5,5,,2,0,0,left,300,4240,3760,34,689978,8
64,65,704760,0,66,10,4,4,,8,0,0,right,300,4451,3549,28,700050,16
65,66,714716,0,66,2,4,4,,2,0,0,right,300,4357,3643,30,710106,6
