,Ant_time,CorrectAnswer,Fix_time,J_time,PicturePrime.ACC,PicturePrime.CRESP,PicturePrime.DurationError,PicturePrime.OnsetDelay,PicturePrime.OnsetTime,PicturePrime.RESP,PicturePrime.RT,PicturePrime.RTTime,PictureTarget.ACC,PictureTarget.CRESP,PictureTarget.DurationError,PictureTarget.OnsetDelay,PictureTarget.OnsetTime,PictureTarget.RESP,PictureTarget.RT,PictureTarget.RTTime,Prime,PrimePosition,Procedure,Running,SumPrize,Target,TargetPosition,Target_time,TrialList,TrialList.Cycle,TrialList.Sample,prize
0,4180,5,3840,29,1,,0,13,172885,,0,0,1,5,-999999,28,177345,5,159,177504,bigwinleft.bmp,left,TrialProc,TrialList,10,targetleft.bmp,left,280,1,1,1,10
1,4422,5,3608,14,1,,0,21,182874,,0,0,1,5,-999999,4,187551,5,157,187708,smallwinleft.bmp,left,TrialProc,TrialList,12,targetleft.bmp,left,270,2,1,2,2
2,4496,5,3544,20,1,,0,18,192812,,0,0,1,5,-999999,14,197573,5,130,197703,bigwinleft.bmp,left,TrialProc,TrialList,22,targetleft.bmp,left,260,3,1,3,10
3,4335,4,3715,25,1,,0,47,202784,,0,0,1,4,-999999,24,207394,4,47,207441,nowinright.bmp,right,TrialProc,TrialList,22,targetright.bmp,right,250,4,1,4,0
4,4471,4,3579,26,1,,0,25,212672,,0,0,1,4,-999999,6,217400,4,184,217584,bigwinright.bmp,right,TrialProc,TrialList,32,targetright.bmp,right,250,5,1,5,10
5,4028,5,4022,19,1,,0,41,222711,,0,0,1,5,-999999,14,227004,5,20,227024,nowinleft.bmp,left,TrialProc,TrialList,32,targetleft.bmp,left,250,6,1,6,0
6,4191,4,3859,33,1,,0,31,232566,,0,0,1,4,-999999,2,237010,4,186,237196,smallwinright.bmp,right,TrialProc,TrialList,34,targetright.bmp,right,250,7,1,7,2
7,4153,4,3897,48,1,,0,17,242588,,0,0,1,4,-999999,6,246998,4,207,247205,nowinright.bmp,right,TrialProc,TrialList,34,targetright.bmp,right,250,8,1,8,0
8,4285,5,3765,42,1,,0,19,252644,,0,0,1,5,-999999,7,257187,5,137,257324,bigwinleft.bmp,left,TrialProc,TrialList,44,targetleft.bmp,left,250,9,1,9,10
9,4160,5,3890,25,1,,0,8,262615,,0,0,1,5,-999999,16,267042,5,239,267281,nowinleft.bmp,left,TrialProc,TrialList,44,targetleft.bmp,left,250,10,1,10,0
10,4252,4,3798,26,1,,0,9,272671,,0,0,1,4,-999999,7,277181,4,109,277290,smallwinright.bmp,right,TrialProc,TrialList,46,targetright.bmp,right,250,11,1,11,2
11,4411,4,3639,49,1,,0,8,282593,,0,0,0,4,0,15,287270,,0,0,nowinright.bmp,right,TrialProc,TrialList,46,targetright.bmp,right,250,12,1,12,0
12,4156,5,3894,26,1,,0,17,292681,,0,0,1,5,-999999,3,297091,5,246,297337,bigwinleft.bmp,left,TrialProc,TrialList,56,targetleft.bmp,left,250,13,1,13,10
13,4464,4,3586,27,1,,0,8,302737,,0,0,1,4,-999999,12,307464,4,31,307495,smallwinright.bmp,right,TrialProc,TrialList,58,targetright.bmp,right,250,14,1,14,2
14,4450,5,3600,48,1,,0,6,312575,,0,0,1,5,-999999,9,317285,5,208,317493,nowinleft.bmp,left,TrialProc,TrialList,58,targetleft.bmp,left,250,15,1,15,0
15,4223,5,3827,28,1,,0,19,322631,,0,0,1,5,-999999,2,327107,5,53,327160,smallwinleft.bmp,left,TrialProc,TrialList,60,targetleft.bmp,left,250,16,1,16,2
16,4137,4,3913,50,1,,0,5,332502,,0,0,1,4,-999999,5,336895,4,85,336980,nowinright.bmp,right,TrialProc,TrialList,60,targetright.bmp,right,250,17,1,17,0
17,4279,5,3771,48,1,,0,17,342441,,0,0,1,5,-999999,13,346984,5,105,347089,smallwinleft.bmp,left,TrialProc,TrialList,62,targetleft.bmp,left,250,18,1,18,2
18,4239,4,3811,50,1,,0,19,352396,,0,0,1,4,-999999,3,356889,4,185,357074,bigwinright.bmp,right,TrialProc,TrialList,72,targetright.bmp,right,250,19,1,19,10
19,4092,5,3958,36,1,,0,17,362435,,0,0,0,5,0,16,366794,,0,0,smallwinleft.bmp,left,TrialProc,TrialList,72,targetleft.bmp,left,250,20,1,20,2
20,4096,4,3954,26,1,,0,14,372507,,0,0,1,4,-999999,12,376866,4,206,377072,nowinright.bmp,right,TrialProc,TrialList,72,targetright.bmp,right,250,21,1,21,0
21,4079,5,3971,26,1,,0,8,382529,,0,0,1,5,-999999,13,386872,5,159,387031,smallwinleft.bmp,left,TrialProc,TrialList,74,targetleft.bmp,left,250,22,1,22,2
