,TrialList,PictureTarget.OnsetTime,PictureTarget.ACC,SumPrize,prize,CorrectAnswer,PictureTarget.CRESP,PictureTarget.RESP,PictureTarget.OnsetDelay,PictureTarget.RT,PictureTarget.RTTime,TargetPosition,Target_time,Ant_time,Fix_time,J_time,PicturePrime.OnsetTime,PicturePrime.OnsetDelay
0,1,175673,0,0,10,5,5,,41,0,0,left,280,4051,3969,15,171330,47
1,2,185879,1,2,2,5,5,5,5,178,186057,left,290,4171,3839,16,181452,35
2,3,195817,1,12,10,5,5,5,11,153,195970,left,300,4164,3836,17,191391,18
3,4,205989,1,12,0,4,4,4,47,126,206115,right,290,4362,3648,29,201329,33
4,5,215861,1,22,10,4,4,4,12,167,216028,right,280,4314,3706,40,211284,21
5,6,225649,1,22,0,5,5,5,2,178,225827,left,270,4123,3907,15,221273,44
6,7,235771,1,24,2,4,4,4,13,177,235948,right,260,4246,3794,18,231261,51
7,8,245693,1,24,0,4,4,4,12,10,245703,right,250,4180,3870,21,241250,15
8,9,255516,1,34,10,5,5,5,2,170,255686,left,250,4191,3859,37,251072,13
9,10,265453,1,34,0,5,5,5,8,184,265637,left,250,4117,3933,41,261077,13
10,11,275659,1,36,2,4,4,4,12,190,275849,right,250,4297,3753,42,271099,9
11,12,285497,1,36,0,4,4,4,10,170,285667,right,250,4115,3935,39,281121,8
12,13,295603,1,46,10,5,5,5,6,39,295642,left,250,4220,3830,29,291126,11
13,14,305407,0,46,2,4,4,,2,0,0,right,250,4173,3877,42,300981,4
14,15,315713,1,46,0,5,5,5,4,234,315947,left,250,4405,3645,24,311053,8
15,16,325819,1,48,2,5,5,5,8,205,326024,left,250,4468,3582,46,321092,10
16,17,335524,1,48,0,4,4,4,16,178,335702,right,250,4126,3924,49,331131,5
17,18,345863,1,50,2,5,5,5,16,62,345925,left,250,4443,3607,13,341153,18
18,19,355400,1,60,10,4,4,4,16,154,355554,right,250,4125,3925,27,351008,4
19,20,365456,0,60,2,5,5,,11,0,0,left,250,4215,3835,12,360979,5
20,21,375595,1,60,0,4,4,4,7,152,375747,right,250,4319,3731,14,371018,5
21,22,385533,1,62,2,5,5,5,14,166,385699,left,250,4278,3772,39,380990,19
22,23,395590,1,72,10,4,4,4,2,9,395599,right,250,4358,3692,12,390979,12
23,24,405527,1,74,2,4,4,4,16,157,405684,right,250,4477,3573,47,400783,4
24,25,415165,1,84,10,5,5,5,6,178,415343,left,250,4136,3914,25,410772,3
25,26,425070,1,84,0,4,4,4,6,137,425207,right,250,4052,3998,45,420761,9
26,27,435309,1,94,10,5,5,5,12,51,435360,left,250,4314,3736,12,430732,5
27,28,445197,1,96,2,5,5,5,3,160,445357,left,250,4356,3694,24,440587,4
28,29,455036,1,96,0,4,4,4,7,195,455231,right,250,4219,3831,24,450559,9
29,30,465008,1,96,0,5,5,5,3,179,465187,left,250,4189,3861,16,460565,10
30,31,475046,1,106,10,4,4,4,16,171,475217,right,250,4226,3824,42,470553,17
31,32,485018,1,108,2,5,5,5,7,136,485154,left,250,4202,3848,23,480558,8
32,33,494873,1,118,10,4,4,4,2,161,495034,right,250,4106,3944,17,490514,11
