,TrialList,PictureTarget.OnsetTime,PictureTarget.ACC,SumPrize,prize,CorrectAnswer,PictureTarget.CRESP,PictureTarget.RESP,PictureTarget.OnsetDelay,PictureTarget.RT,PictureTarget.RTTime,TargetPosition,Target_time,Ant_time,Fix_time,J_time,PicturePrime.OnsetTime,PicturePrime.OnsetDelay
0,1,168805,0,0,10,5,5,4,33,38,168843,left,280,4226,3794,35,164295,47
1,2,178660,1,2,2,5,5,5,9,214,178874,left,290,4200,3810,29,174200,32
2,3,188531,0,2,10,5,5,4,10,35,188566,left,300,4082,3918,16,184188,4
3,4,198704,1,2,0,4,4,4,18,173,198877,right,300,4425,3575,26,194010,34
4,5,208642,1,12,10,4,4,4,4,193,208835,right,300,4405,3595,33,203982,24
5,6,218313,1,12,0,5,5,5,6,198,218511,left,300,4085,3915,32,213971,34
6,7,228686,1,14,2,4,4,4,2,4,228690,right,290,4474,3536,26,223959,35
7,8,238474,1,14,0,4,4,4,5,58,238532,right,280,4487,3533,25,233731,8
8,9,247962,0,14,10,5,5,4,11,32,247994,left,270,4131,3899,40,243569,8
9,10,258118,1,14,0,5,5,5,17,191,258309,left,260,4443,3597,22,253407,10
10,11,267989,1,16,2,4,4,4,6,187,268176,right,250,4319,3731,31,263413,12
11,12,278128,1,16,0,4,4,4,16,185,278313,right,250,4426,3624,18,273435,19
12,13,287883,0,16,10,5,5,4,6,44,287927,left,250,4186,3864,12,283440,15
13,14,297838,0,16,2,4,4,5,16,180,298018,right,250,4293,3757,28,293278,4
14,15,307877,1,16,0,5,5,5,9,177,308054,left,260,4350,3690,22,303267,5
15,16,317633,1,18,2,5,5,5,2,196,317829,left,250,4141,3909,46,313239,11
16,17,327938,1,18,0,4,4,4,16,188,328126,right,250,4410,3640,20,323261,4
17,18,337977,0,18,2,5,5,4,5,166,338143,left,250,4455,3595,32,333266,13
18,19,347581,1,28,10,4,4,4,14,165,347746,right,250,4061,3989,21,343255,18
19,20,357971,1,30,2,5,5,5,10,198,358169,left,250,4483,3567,16,353227,12
20,21,367742,1,30,0,4,4,4,16,190,367932,right,250,4243,3807,49,363232,17
21,22,377881,1,32,2,5,5,5,6,47,377928,left,250,4353,3697,23,373271,18
22,23,387486,1,42,10,4,4,4,14,17,387503,right,250,4095,3955,38,383126,10
23,24,397625,1,44,2,4,4,4,15,182,397807,right,250,4378,3672,24,392981,12
24,25,407430,1,54,10,5,5,5,5,187,407617,left,250,4204,3846,33,402970,10
25,26,417619,1,54,0,4,4,4,16,189,417808,right,250,4360,3690,38,412992,17
26,27,427657,1,64,10,5,5,5,14,165,427822,left,250,4378,3672,46,423014,12
27,28,437546,1,66,2,5,5,5,2,186,437732,left,250,4290,3760,21,433003,5
28,29,447518,1,66,0,4,4,4,6,35,447553,right,250,4253,3797,32,443008,13
29,30,457306,0,66,0,5,5,4,12,31,457337,left,250,4163,3887,47,452880,18
30,31,467229,1,76,10,4,4,4,2,12,467241,right,250,4225,3825,36,462751,19
31,32,477150,1,78,2,5,5,5,13,192,477342,left,250,4313,3737,45,472573,13
32,33,487222,1,88,10,4,4,4,9,86,487308,right,250,4367,3683,18,482595,5
33,34,496927,0,88,0,4,4,5,14,116,497043,right,250,4162,3888,50,492500,15
34,35,507116,1,90,2,4,4,4,7,39,507155,right,250,4403,3647,32,502455,16
35,36,517088,1,100,10,5,5,5,17,203,517291,left,250,4493,3557,31,512327,18
36,37,526876,1,100,0,4,4,4,14,212,527088,right,250,4245,3805,47,522366,19
37,38,536965,1,102,2,4,4,4,11,178,537143,right,250,4298,3752,27,532405,4
38,39,546719,1,112,10,4,4,4,14,31,546750,right,250,4061,3989,15,542393,6
39,40,556558,0,112,0,5,5,4,8,38,556596,left,250,4067,3983,24,552232,19
40,41,566546,1,122,10,5,5,5,5,177,566723,left,250,4203,3847,11,562087,10
41,42,576719,1,124,2,5,5,5,5,180,576899,left,250,4404,3646,33,572059,6
42,43,586624,1,124,0,5,5,5,16,121,586745,left,250,4293,3757,45,582064,17
43,44,596329,1,124,0,4,4,4,12,185,596514,right,250,4047,4003,18,592019,5
44,45,606534,1,126,2,5,5,5,6,32,606566,left,250,4253,3797,46,602024,15
45,46,616440,0,126,0,4,4,,3,0,0,right,250,4307,3743,13,611879,4
46,47,626211,1,128,2,4,4,4,14,177,626388,right,250,4028,4022,44,621918,3
47,48,636634,1,128,0,5,5,5,5,100,636734,left,250,4454,3596,31,631924,7
48,49,646539,0,128,2,4,4,,15,0,0,right,250,4411,3639,35,641862,19
49,50,656227,0,128,0,5,5,4,4,35,656262,left,250,4038,4012,19,651934,15
50,51,666383,0,128,10,4,4,5,7,52,666435,right,250,4336,3714,19,661789,14
51,52,676255,0,128,2,5,5,4,2,153,676408,left,250,4341,3709,25,671661,14
52,53,686226,1,138,10,5,5,5,11,46,686272,left,250,4331,3719,28,681633,8
53,54,696098,0,138,0,5,5,4,14,19,696117,left,250,4345,3705,15,691488,5
54,55,705987,1,148,10,4,4,4,11,104,706091,right,250,4399,3651,28,701326,18
55,56,715725,1,150,2,5,5,5,6,185,715910,left,250,4220,3830,48,711248,5
56,57,725646,0,150,10,4,4,5,8,122,725768,right,250,4100,3950,30,721287,19
57,58,735568,1,152,2,4,4,4,4,62,735630,right,250,4088,3962,47,731225,3
58,59,745574,1,162,10,5,5,5,7,38,745612,left,250,4185,3865,49,741131,20
59,60,755312,0,162,2,4,4,5,11,41,755353,right,250,4031,4019,44,751019,18
60,61,765334,1,162,0,5,5,5,2,162,765496,left,250,4190,3860,12,760891,6
61,62,775423,1,172,10,4,4,4,8,220,775643,right,250,4318,3732,43,770846,5
62,63,785361,0,172,0,5,5,4,2,18,785379,left,250,4207,3843,18,780901,7
63,64,795433,1,182,10,5,5,5,4,191,795624,left,250,4438,3612,16,790740,16
64,65,805389,1,192,10,4,4,4,6,14,805403,right,250,4387,3663,46,800745,17
65,66,815160,0,192,2,4,4,5,13,104,815264,right,250,4313,3737,44,810583,4
