,TrialList,PictureTarget.OnsetTime,PictureTarget.ACC,SumPrize,prize,CorrectAnswer,PictureTarget.CRESP,PictureTarget.RESP,PictureTarget.OnsetDelay,PictureTarget.RT,PictureTarget.RTTime,TargetPosition,Target_time,Ant_time,Fix_time,J_time,PicturePrime.OnsetTime,PicturePrime.OnsetDelay
0,1,130701,0,0,10,5,5,,103,0,0,left,280,4356,3664,32,125991,30
1,2,140991,0,0,2,5,5,4,13,212,141203,left,290,4497,3513,39,136230,35
2,3,150629,1,10,10,5,5,5,7,227,150856,left,300,4135,3865,20,146236,11
3,4,160701,0,10,0,4,4,,32,0,0,right,300,4160,3840,18,156258,47
4,5,170890,0,10,10,4,4,,3,0,0,right,300,4289,3711,23,166347,32
5,6,180913,1,10,0,5,5,5,17,205,181118,left,300,4226,3774,24,176419,27
6,7,190718,0,10,2,4,4,,11,0,0,right,300,4048,3952,15,186408,26
7,8,200924,0,10,0,4,4,,16,0,0,right,300,4193,3807,49,196464,19
8,9,211213,0,10,10,5,5,,6,0,0,left,300,4403,3597,18,206553,18
9,10,221135,0,10,0,5,5,,6,0,0,left,300,4270,3730,44,216608,15
10,11,231374,1,12,2,4,4,4,6,296,231670,right,300,4436,3564,16,226681,6
11,12,241447,0,12,0,4,4,,2,0,0,right,300,4458,3542,39,236736,17
12,13,251369,0,12,10,5,5,,5,0,0,left,300,4304,3696,10,246809,12
13,14,261508,1,14,2,4,4,4,14,193,261701,right,300,4396,3604,35,256847,6
14,15,271079,1,14,0,5,5,5,8,251,271330,left,300,4000,4000,27,266820,16
15,16,281435,0,14,2,5,5,4,8,290,281725,left,300,4334,3666,23,276842,7
16,17,291574,0,14,0,4,4,,9,0,0,right,300,4417,3583,40,286897,10
17,18,301681,1,16,2,5,5,5,2,291,301972,left,300,4458,3542,31,296970,10
18,19,311468,1,26,10,4,4,4,8,201,311669,right,300,4167,3833,41,307042,19
19,20,321374,1,28,2,5,5,5,2,247,321621,left,300,4107,3893,10,317014,9
20,21,331563,1,28,0,4,4,4,12,230,331793,right,300,4297,3703,28,327003,7
21,22,341602,0,28,2,5,5,,2,0,0,left,300,4357,3643,33,336992,6
22,23,351541,1,38,10,4,4,4,15,193,351734,right,300,4211,3789,35,347064,17
23,24,361696,1,40,2,4,4,4,12,295,361991,right,300,4397,3603,30,357036,15
24,25,371451,0,40,10,5,5,,6,0,0,left,300,4102,3898,45,367092,4
25,26,381590,0,40,0,4,4,,4,0,0,right,300,4171,3829,31,377164,5
26,27,391830,0,40,10,5,5,4,15,191,392021,left,300,4328,3672,29,387236,19
27,28,401668,0,40,2,5,5,,13,0,0,left,300,4212,3788,26,397192,5
28,29,411607,1,40,0,4,4,4,4,293,411900,right,300,4105,3895,11,407247,7
29,30,421947,1,40,0,5,5,5,17,260,422207,left,300,4393,3607,43,417286,6
30,31,431718,1,50,10,4,4,4,15,220,431938,right,300,4127,3873,14,427325,7
31,32,441674,1,52,2,5,5,5,17,286,441960,left,300,4092,3908,28,437314,20
32,33,451896,1,62,10,4,4,4,5,237,452133,right,300,4271,3729,31,447369,5
33,34,462052,0,62,0,4,4,,5,0,0,right,300,4404,3596,17,457392,19
34,35,471890,1,64,2,4,4,4,16,231,472121,right,300,4176,3824,42,467447,16
35,36,482213,0,64,10,5,5,4,13,198,482411,left,300,4496,3504,41,477453,8
36,37,491935,0,64,0,4,4,,17,0,0,right,300,4242,3758,36,487425,9
37,38,501823,1,66,2,4,4,4,16,287,502110,right,300,4059,3941,13,497497,13
