,Ant_time,CorrectAnswer,Fix_time,J_time,PicturePrime.ACC,PicturePrime.CRESP,PicturePrime.DurationError,PicturePrime.OnsetDelay,PicturePrime.OnsetTime,PicturePrime.RESP,PicturePrime.RT,PicturePrime.RTTime,PictureTarget.ACC,PictureTarget.CRESP,PictureTarget.DurationError,PictureTarget.OnsetDelay,PictureTarget.OnsetTime,PictureTarget.RESP,PictureTarget.RT,PictureTarget.RTTime,Prime,PrimePosition,Procedure,Running,SumPrize,Target,TargetPosition,Target_time,TrialList,TrialList.Cycle,TrialList.Sample,prize
0,4278,5,3742,21,1,,0,97,107655,,0,0,1,5,-999999,64,112248,5,229,112477,bigwinleft.bmp,left,TrialProc,TrialList,10,targetleft.bmp,left,280,1,1,1,10
1,4367,5,3663,47,1,,0,44,117760,,0,0,1,5,-999999,9,122387,5,215,122602,smallwinleft.bmp,left,TrialProc,TrialList,12,targetleft.bmp,left,270,2,1,2,2
2,4319,5,3721,29,1,,0,3,127782,,0,0,1,5,-999999,7,132359,5,224,132583,bigwinleft.bmp,left,TrialProc,TrialList,22,targetleft.bmp,left,260,3,1,3,10
3,4136,4,3914,41,1,,0,71,137871,,0,0,1,4,-999999,23,142281,4,245,142526,nowinright.bmp,right,TrialProc,TrialList,22,targetright.bmp,right,250,4,1,4,0
4,4265,4,3785,11,1,,0,26,147977,,0,0,1,4,-999999,10,152503,4,187,152690,bigwinright.bmp,right,TrialProc,TrialList,32,targetright.bmp,right,250,5,1,5,10
5,4283,5,3767,24,1,,0,39,157999,,0,0,1,5,-999999,9,162542,5,240,162782,nowinleft.bmp,left,TrialProc,TrialList,32,targetleft.bmp,left,250,6,1,6,0
6,4172,4,3878,34,1,,0,43,168088,,0,0,1,4,-999999,3,172514,4,191,172705,smallwinright.bmp,right,TrialProc,TrialList,34,targetright.bmp,right,250,7,1,7,2
7,4333,4,3717,49,1,,0,16,178110,,0,0,1,4,-999999,9,182703,4,249,182952,nowinright.bmp,right,TrialProc,TrialList,34,targetright.bmp,right,250,8,1,8,0
8,4081,5,3969,16,1,,0,18,188199,,0,0,1,5,-999999,10,192541,5,194,192735,bigwinleft.bmp,left,TrialProc,TrialList,44,targetleft.bmp,left,250,9,1,9,10
9,4014,5,4036,25,1,,0,18,198204,,0,0,1,5,-999999,11,202480,5,210,202690,nowinleft.bmp,left,TrialProc,TrialList,44,targetleft.bmp,left,250,10,1,10,0
10,4406,4,3644,28,1,,0,9,208226,,0,0,1,4,-999999,3,212886,4,209,213095,smallwinright.bmp,right,TrialProc,TrialList,46,targetright.bmp,right,250,11,1,11,2
11,4404,4,3646,26,1,,0,6,218248,,0,0,1,4,-999999,5,222908,4,217,223125,nowinright.bmp,right,TrialProc,TrialList,46,targetright.bmp,right,250,12,1,12,0
12,4223,5,3827,49,1,,0,8,228270,,0,0,1,5,-999999,2,232746,5,209,232955,bigwinleft.bmp,left,TrialProc,TrialList,56,targetleft.bmp,left,250,13,1,13,10
13,4458,4,3592,10,1,,0,17,238325,,0,0,1,4,-999999,2,243036,4,234,243270,smallwinright.bmp,right,TrialProc,TrialList,58,targetright.bmp,right,250,14,1,14,2
14,4186,5,3864,31,1,,0,5,248347,,0,0,1,5,-999999,6,252790,5,199,252989,nowinleft.bmp,left,TrialProc,TrialList,58,targetleft.bmp,left,250,15,1,15,0
15,4299,5,3751,47,1,,0,19,258369,,0,0,1,5,-999999,10,262929,5,187,263116,smallwinleft.bmp,left,TrialProc,TrialList,60,targetleft.bmp,left,250,16,1,16,2
16,4496,4,3554,46,1,,0,5,268393,,0,0,1,4,-999999,14,273169,4,238,273407,nowinright.bmp,right,TrialProc,TrialList,60,targetright.bmp,right,250,17,1,17,0
17,4285,5,3765,28,1,,0,4,278480,,0,0,1,5,-999999,8,283024,5,201,283225,smallwinleft.bmp,left,TrialProc,TrialList,62,targetleft.bmp,left,250,18,1,18,2
18,4140,4,3910,32,1,,0,5,288502,,0,0,1,4,-999999,2,292895,4,210,293105,bigwinright.bmp,right,TrialProc,TrialList,72,targetright.bmp,right,250,19,1,19,10
19,4115,5,3935,15,1,,0,18,298541,,0,0,1,5,-999999,10,302917,5,191,303108,smallwinleft.bmp,left,TrialProc,TrialList,74,targetleft.bmp,left,250,20,1,20,2
20,4197,4,3853,43,1,,0,18,308546,,0,0,1,4,-999999,12,313006,4,210,313216,nowinright.bmp,right,TrialProc,TrialList,74,targetright.bmp,right,250,21,1,21,0
21,4435,5,3615,49,1,,0,7,318585,,0,0,1,5,-999999,8,323279,5,200,323479,smallwinleft.bmp,left,TrialProc,TrialList,76,targetleft.bmp,left,250,22,1,22,2
22,4410,4,3640,17,1,,0,17,328640,,0,0,1,4,-999999,16,333317,4,181,333498,bigwinright.bmp,right,TrialProc,TrialList,86,targetright.bmp,right,250,23,1,23,10
23,4055,4,3995,47,1,,0,16,338629,,0,0,0,4,0,3,342938,,0,0,smallwinright.bmp,right,TrialProc,TrialList,86,targetright.bmp,right,250,24,1,24,2
24,4476,5,3574,41,1,,0,3,348701,,0,0,1,5,-999999,17,353445,5,192,353637,bigwinleft.bmp,left,TrialProc,TrialList,96,targetleft.bmp,left,250,25,1,25,10
25,4221,4,3829,39,1,,0,8,358723,,0,0,1,4,-999999,5,363200,4,184,363384,nowinright.bmp,right,TrialProc,TrialList,96,targetright.bmp,right,250,26,1,26,0
26,4442,5,3608,10,1,,0,11,368745,,0,0,1,5,-999999,2,373440,5,176,373616,bigwinleft.bmp,left,TrialProc,TrialList,106,targetleft.bmp,left,250,27,1,27,10
27,4335,5,3715,33,1,,0,5,378700,,0,0,1,5,-999999,8,383294,5,212,383506,smallwinleft.bmp,left,TrialProc,TrialList,108,targetleft.bmp,left,250,28,1,28,2
28,4143,4,3907,12,1,,0,17,388739,,0,0,1,4,-999999,16,393149,4,213,393362,nowinright.bmp,right,TrialProc,TrialList,108,targetright.bmp,right,250,29,1,29,0
29,4019,5,4031,41,1,,0,4,398744,,0,0,1,5,-999999,6,403020,5,205,403225,nowinleft.bmp,left,TrialProc,TrialList,108,targetleft.bmp,left,250,30,1,30,0
30,4202,4,3848,48,1,,0,9,408783,,0,0,1,4,-999999,7,413243,4,195,413438,bigwinright.bmp,right,TrialProc,TrialList,118,targetright.bmp,right,250,31,1,31,10
31,4156,5,3894,24,1,,0,19,418822,,0,0,1,5,-999999,3,423232,5,195,423427,smallwinleft.bmp,left,TrialProc,TrialList,120,targetleft.bmp,left,250,32,1,32,2
32,4294,4,3756,38,1,,0,9,428827,,0,0,1,4,-999999,15,433387,4,197,433584,bigwinright.bmp,right,TrialProc,TrialList,130,targetright.bmp,right,250,33,1,33,10
33,4094,4,3956,38,1,,0,12,438849,,0,0,1,4,-999999,15,443209,4,204,443413,nowinright.bmp,right,TrialProc,TrialList,130,targetright.bmp,right,250,34,1,34,0
34,4291,4,3759,46,1,,0,12,448888,,0,0,1,4,-999999,2,453432,4,194,453626,smallwinright.bmp,right,TrialProc,TrialList,132,targetright.bmp,right,250,35,1,35,2
35,4322,5,3728,17,1,,0,4,458910,,0,0,1,5,-999999,4,463487,5,169,463656,bigwinleft.bmp,left,TrialProc,TrialList,142,targetleft.bmp,left,250,36,1,36,10
36,4000,4,4050,21,1,,0,17,468899,,0,0,1,4,-999999,8,473158,4,181,473339,nowinright.bmp,right,TrialProc,TrialList,142,targetright.bmp,right,250,37,1,37,0
37,4500,4,3550,29,1,,0,12,478887,,0,0,1,4,-999999,10,483648,4,205,483853,smallwinright.bmp,right,TrialProc,TrialList,144,targetright.bmp,right,250,38,1,38,2
38,4123,4,3927,24,1,,0,4,488909,,0,0,1,4,-999999,2,493285,4,205,493490,bigwinright.bmp,right,TrialProc,TrialList,154,targetright.bmp,right,250,39,1,39,10
39,4141,5,3909,50,1,,0,9,498931,,0,0,0,5,0,2,503325,,0,0,nowinleft.bmp,left,TrialProc,TrialList,154,targetleft.bmp,left,250,40,1,40,0
