,TrialList,PictureTarget.OnsetTime,PictureTarget.ACC,SumPrize,prize,CorrectAnswer,PictureTarget.CRESP,PictureTarget.RESP,PictureTarget.OnsetDelay,PictureTarget.RT,PictureTarget.RTTime,TargetPosition,Target_time,Ant_time,Fix_time,J_time,PicturePrime.OnsetTime,PicturePrime.OnsetDelay
0,1,74790,0,0,10,5,5,,113,0,0,left,280,4029,3991,46,70397,63
1,2,84913,1,2,2,5,5,5,8,184,85097,left,290,4034,3976,34,80620,38
2,3,95135,1,12,10,5,5,5,12,288,95423,left,300,4280,3720,28,90592,15
3,4,105190,0,12,0,4,4,,21,0,0,right,290,4204,3806,49,100714,72
4,5,115179,1,22,10,4,4,4,12,274,115453,right,300,4080,3920,10,110836,34
5,6,125485,1,22,0,5,5,5,9,215,125700,left,300,4333,3667,27,120892,41
6,7,135190,1,24,2,4,4,4,2,263,135453,right,290,4040,3970,16,130897,40
7,8,145362,1,24,0,4,4,4,12,256,145618,right,280,4180,3840,42,140919,18
8,9,155618,1,34,10,5,5,5,13,198,155816,left,270,4380,3650,40,150974,8
9,10,165456,1,34,0,5,5,5,5,236,165692,left,260,4220,3820,11,160980,10
10,11,175512,1,36,2,4,4,4,6,227,175739,right,250,4253,3797,17,171002,6
11,12,185367,0,36,0,4,4,,10,0,0,right,250,4066,3984,14,181040,16
12,13,195589,1,46,10,5,5,5,8,173,195762,left,250,4251,3799,34,191079,3
13,14,205845,1,48,2,4,4,4,15,221,206066,right,250,4495,3555,24,201084,16
14,15,215651,1,48,0,5,5,5,2,207,215858,left,250,4275,3775,11,211123,9
15,16,225605,1,50,2,5,5,5,16,173,225778,left,250,4226,3824,23,221112,5
16,17,235410,1,50,0,4,4,4,9,163,235573,right,250,4050,4000,42,231100,10
17,18,245732,1,52,2,5,5,5,14,155,245887,left,250,4378,3672,16,241089,8
18,19,255638,1,62,10,4,4,4,15,196,255834,right,250,4311,3739,15,251061,18
19,20,265710,1,64,2,5,5,5,7,248,265958,left,250,4386,3664,37,261066,18
20,21,275782,0,64,0,4,4,,9,0,0,right,250,4384,3666,40,271138,13
21,22,285637,1,66,2,5,5,5,10,205,285842,left,250,4166,3884,12,281210,10
22,23,295792,1,76,10,4,4,4,6,216,296008,right,250,4319,3731,33,291216,5
23,24,305898,1,78,2,4,4,4,5,209,306107,right,250,4388,3662,40,301254,17
24,25,316020,1,88,10,5,5,5,8,186,316206,left,250,4468,3582,27,311293,10
25,26,325992,0,88,0,4,4,,13,0,0,right,250,4413,3637,28,321299,7
26,27,335997,1,98,10,5,5,5,6,224,336221,left,250,4369,3681,45,331371,6
27,28,345836,1,100,2,5,5,5,8,244,346080,left,250,4151,3899,25,341426,5
28,29,355874,0,100,0,4,4,,4,0,0,right,250,4138,3912,15,351481,8
29,30,366231,0,100,0,5,5,,3,0,0,left,250,4440,3610,43,361537,18
30,31,375919,1,110,10,4,4,4,3,225,376144,right,250,4056,3994,42,371609,7
31,32,386041,1,112,2,5,5,5,11,232,386273,left,250,4115,3935,13,381664,8
32,33,396263,1,122,10,4,4,4,2,166,396429,right,250,4324,3726,46,391686,3
33,34,406385,1,122,0,4,4,4,7,211,406596,right,250,4452,3598,14,401675,4
34,35,416441,0,122,2,4,4,,3,0,0,right,250,4490,3560,47,411697,19
35,36,426279,1,132,10,5,5,5,2,183,426462,left,250,4257,3793,33,421769,3
36,37,436151,0,132,0,4,4,5,15,183,436334,right,250,4110,3940,16,431775,18
37,38,446440,0,132,2,4,4,5,14,179,446619,right,250,4412,3638,45,441763,17
38,39,456512,1,142,10,4,4,4,15,226,456738,right,250,4478,3572,37,451768,5
39,40,466501,0,142,0,5,5,,5,0,0,left,250,4421,3629,33,461824,13
40,41,476540,0,142,10,5,5,4,16,191,476731,left,250,4377,3673,24,471896,17
41,42,486461,0,142,2,5,5,,16,0,0,left,250,4293,3757,17,481901,9
42,43,496400,0,142,0,5,5,,2,0,0,left,250,4190,3860,49,491957,17
43,44,506572,0,142,0,4,4,5,6,197,506769,right,250,4269,3781,14,502046,18
44,45,516360,1,144,2,5,5,5,8,248,516608,left,260,4050,3990,29,512051,20
45,46,526533,1,144,0,4,4,4,3,195,526728,right,250,4189,3861,33,522090,5
46,47,536388,0,144,2,4,4,,16,0,0,right,250,4009,4041,11,532112,17
47,48,546677,0,144,0,5,5,4,4,193,546870,left,260,4272,3768,22,542150,5
48,49,556699,1,146,2,4,4,4,5,250,556949,right,270,4304,3726,39,552139,11
49,50,566938,1,146,0,5,5,5,11,185,567123,left,280,4482,3538,29,562194,11
50,51,576793,1,156,10,4,4,4,11,177,576970,right,270,4365,3665,27,572166,4
51,52,586598,1,158,2,5,5,5,6,204,586802,left,260,4203,3837,42,582138,6
52,53,596654,1,168,10,5,5,5,2,180,596834,left,250,4240,3810,50,592160,8
53,54,606609,1,168,0,5,5,5,5,194,606803,left,250,4171,3879,18,602182,17
54,55,616865,1,178,10,4,4,4,11,187,617052,right,250,4415,3635,24,612188,16
55,56,626469,1,180,2,5,5,5,14,182,626651,left,250,4011,4039,21,622193,10
56,57,636842,0,180,10,4,4,,11,0,0,right,250,4399,3651,46,632181,12
57,58,646747,0,180,2,4,4,,5,0,0,right,250,4237,3813,28,642254,4
58,59,656752,1,190,10,5,5,5,12,230,656982,left,250,4180,3870,46,652309,5
59,60,667075,1,192,2,4,4,4,9,148,667223,right,250,4451,3599,39,662364,4
60,61,676880,1,192,0,5,5,5,5,165,677045,left,250,4288,3762,36,672336,11
61,62,686668,1,202,10,4,4,4,14,215,686883,right,250,4078,3972,21,682325,14
62,63,696974,1,202,0,5,5,5,3,219,697193,left,250,4373,3677,47,692347,12
63,64,706730,0,202,10,5,5,,2,0,0,left,250,4075,3975,33,702402,3
64,65,716751,0,202,10,4,4,,6,0,0,right,250,4019,4031,38,712475,17
65,66,727073,0,202,2,4,4,5,11,185,727258,right,250,4264,3786,26,722547,12
