,TrialList,PictureTarget.OnsetTime,PictureTarget.ACC,SumPrize,prize,CorrectAnswer,PictureTarget.CRESP,PictureTarget.RESP,PictureTarget.OnsetDelay,PictureTarget.RT,PictureTarget.RTTime,TargetPosition,Target_time,Ant_time,Fix_time,J_time,PicturePrime.OnsetTime,PicturePrime.OnsetDelay
0,1,87581,0,0,10,5,5,,97,0,0,left,280,4312,3708,35,82921,97
1,2,97737,0,0,2,5,5,,15,0,0,left,290,4311,3699,30,93160,81
2,3,107558,0,0,10,5,5,,8,0,0,left,300,4067,3933,41,103232,3
3,4,117614,1,0,0,4,4,4,21,271,117885,right,300,4004,3996,18,113338,43
4,5,127937,0,0,10,4,4,,14,0,0,right,300,4279,3721,27,123393,15
5,6,138109,0,0,0,5,5,,7,0,0,left,300,4369,3631,42,133482,40
6,7,148231,1,2,2,4,4,4,6,275,148506,right,300,4403,3597,37,143571,25
7,8,157936,1,2,0,4,4,4,16,260,158196,right,300,4042,3958,38,153627,13
8,9,168276,1,12,10,5,5,5,11,260,168536,left,300,4349,3651,18,163665,11
9,10,178114,1,12,0,5,5,5,13,291,178405,left,300,4162,3838,36,173688,16
10,11,188036,0,12,2,4,4,,11,0,0,right,300,4014,3986,15,183760,14
11,12,198309,0,12,0,4,4,,7,0,0,right,300,4236,3764,31,193815,18
12,13,208431,1,22,10,5,5,5,8,245,208676,left,300,4301,3699,34,203871,3
13,14,218286,1,24,2,4,4,4,6,279,218565,right,300,4136,3864,11,213893,16
14,15,228542,0,24,0,5,5,,13,0,0,left,300,4363,3637,35,223915,6
15,16,238614,1,26,2,5,5,5,3,286,238900,left,300,4373,3627,49,233987,15
16,17,248803,0,26,0,4,4,,16,0,0,right,300,4460,3540,18,244076,18
17,18,258558,1,28,2,5,5,5,6,257,258815,left,300,4169,3831,48,254132,16
18,19,268514,0,28,10,4,4,,13,0,0,right,300,4063,3937,44,264187,19
19,20,278736,1,30,2,5,5,5,9,296,279032,left,300,4216,3784,22,274260,7
