,TrialList,PictureTarget.OnsetTime,PictureTarget.ACC,SumPrize,prize,CorrectAnswer,PictureTarget.CRESP,PictureTarget.RESP,PictureTarget.OnsetDelay,PictureTarget.RT,PictureTarget.RTTime,TargetPosition,Target_time,Ant_time,Fix_time,J_time,PicturePrime.OnsetTime,PicturePrime.OnsetDelay
0,1,78817,1,10,10,5,5,5,89,223,79040,left,280,4053,3967,41,74424,47
1,2,89107,1,12,2,5,5,5,3,238,89345,left,270,4273,3757,40,84580,43
2,3,98895,1,22,10,5,5,5,13,227,99122,left,260,4012,4028,19,94619,10
3,4,109184,1,22,0,4,4,4,25,236,109420,right,250,4217,3833,45,104691,48
4,5,119307,1,32,10,4,4,4,9,238,119545,right,250,4250,3800,19,114797,22
5,6,129496,1,32,0,5,5,5,8,240,129736,left,250,4352,3698,14,124885,47
6,7,139635,1,34,2,4,4,4,3,212,139847,right,250,4423,3627,23,134958,36
7,8,149590,1,34,0,4,4,4,3,219,149809,right,250,4356,3694,36,144980,11
8,9,159428,1,44,10,5,5,5,5,224,159652,left,250,4137,3913,14,155035,14
9,10,169434,0,44,0,5,5,,11,0,0,left,250,4098,3952,14,165074,19
10,11,179673,1,46,2,4,4,4,11,231,179904,right,250,4281,3769,44,175130,20
11,12,189511,1,46,0,4,4,4,13,233,189744,right,250,4062,3988,17,185185,6
12,13,199951,1,56,10,5,5,5,12,224,200175,left,250,4464,3586,31,195224,16
13,14,209572,1,58,2,4,4,4,13,234,209806,right,250,4028,4022,28,205280,20
14,15,219728,1,58,0,5,5,5,9,243,219971,left,250,4150,3900,29,215318,5
15,16,229767,1,60,2,5,5,5,11,233,230000,left,250,4131,3919,50,225374,4
16,17,239990,1,60,0,4,4,4,16,229,240219,right,250,4277,3773,10,235446,17
17,18,250145,0,60,2,5,5,,2,0,0,left,250,4424,3626,37,245468,6
18,19,260251,1,70,10,4,4,4,7,234,260485,right,250,4452,3598,17,255541,14
19,20,270139,1,72,2,5,5,5,13,218,270357,left,250,4279,3771,16,265596,16
20,21,280329,1,72,0,4,4,4,8,245,280574,right,250,4435,3615,21,275635,18
21,22,290217,1,74,2,5,5,5,9,234,290451,left,250,4267,3783,44,285690,12
22,23,300206,1,84,10,4,4,4,12,232,300438,right,250,4197,3853,24,295746,6
23,24,310462,1,86,2,4,4,4,8,247,310709,right,250,4418,3632,28,305785,10
24,25,320567,1,96,10,5,5,5,14,214,320781,left,250,4462,3588,45,315840,5
25,26,330422,1,96,0,4,4,4,13,246,330668,right,250,4279,3771,17,325879,5
26,27,340445,0,96,10,5,5,,4,0,0,left,250,4255,3795,10,335935,17
27,28,350316,1,98,2,5,5,5,9,219,350535,left,250,4083,3967,48,345973,6
28,29,360689,0,98,0,4,4,,10,0,0,right,250,4382,3668,35,356046,19
29,30,370645,1,98,0,5,5,5,16,230,370875,left,250,4260,3790,25,366118,15
30,31,380884,1,108,10,4,4,4,11,199,381083,right,250,4465,3585,23,376157,9
31,32,390706,1,110,2,5,5,5,8,196,390902,left,250,4285,3765,18,386162,10
32,33,400594,1,120,10,4,4,4,9,183,400777,right,250,4166,3884,24,396168,16
33,34,410716,1,120,0,4,4,4,4,193,410909,right,250,4305,3745,35,406156,9
34,35,420755,1,122,2,4,4,4,17,177,420932,right,250,4309,3741,22,416178,15
35,36,430677,1,132,10,5,5,5,6,203,430880,left,250,4253,3797,16,426167,11
36,37,440716,0,132,0,4,4,,11,0,0,right,250,4265,3785,21,436189,17
37,38,450588,1,134,2,4,4,4,5,173,450761,right,250,4087,3963,45,446245,13
38,39,460610,1,144,10,4,4,4,14,165,460775,right,250,4095,3955,20,456250,5
39,40,470515,1,144,0,5,5,5,5,229,470744,left,250,4037,4013,46,466222,13
40,41,480637,1,154,10,5,5,5,5,195,480832,left,250,4103,3947,29,476278,4
41,42,490843,1,156,2,5,5,5,7,214,491057,left,250,4302,3748,20,486283,4
42,43,500631,1,156,0,5,5,5,4,217,500848,left,250,4071,3979,16,496305,13
43,44,510670,1,156,0,4,4,4,14,200,510870,right,250,4078,3972,21,506327,17
44,45,520626,1,158,2,5,5,5,11,185,520811,left,250,4031,4019,17,516333,13
45,46,530798,0,158,0,4,4,,9,0,0,right,250,4200,3850,20,526338,16
