,Ant_time,CorrectAnswer,Fix_time,J_time,PicturePrime.ACC,PicturePrime.CRESP,PicturePrime.DurationError,PicturePrime.OnsetDelay,PicturePrime.OnsetTime,PicturePrime.RESP,PicturePrime.RT,PicturePrime.RTTime,PictureTarget.ACC,PictureTarget.CRESP,PictureTarget.DurationError,PictureTarget.OnsetDelay,PictureTarget.OnsetTime,PictureTarget.RESP,PictureTarget.RT,PictureTarget.RTTime,Prime,PrimePosition,Procedure,Running,SumPrize,Target,TargetPosition,Target_time,TrialList,TrialList.Cycle,TrialList.Sample,prize
0,4431,5,3589,45,1,,0,30,79825,,0,0,0,5,0,11,84518,,0,0,bigwinleft.bmp,left,TrialProc,TrialList,0,targetleft.bmp,left,280,1,1,1,10
1,4148,5,3862,18,1,,0,22,89930,,0,0,0,5,0,11,94340,,0,0,smallwinleft.bmp,left,TrialProc,TrialList,0,targetleft.bmp,left,290,2,1,2,2
2,4006,5,3994,10,1,,0,15,100002,,0,0,0,5,0,3,104262,,0,0,bigwinleft.bmp,left,TrialProc,TrialList,0,targetleft.bmp,left,300,3,1,3,10
3,4433,4,3567,13,1,,0,23,110058,,0,0,0,4,0,26,114768,,0,0,nowinright.bmp,right,TrialProc,TrialList,0,targetright.bmp,right,300,4,1,4,0
4,4278,4,3722,49,1,,0,20,120130,,0,0,0,4,0,14,124673,,0,0,bigwinright.bmp,right,TrialProc,TrialList,0,targetright.bmp,right,300,5,1,5,10
5,4197,5,3803,42,1,,0,35,130236,,0,0,0,5,0,12,134696,,0,0,nowinleft.bmp,left,TrialProc,TrialList,0,targetleft.bmp,left,300,6,1,6,0
6,4282,4,3718,25,1,,0,25,140325,,0,0,0,4,0,10,144868,,0,0,smallwinright.bmp,right,TrialProc,TrialList,0,targetright.bmp,right,300,7,1,7,2
7,4317,4,,,1,,0,8,150380,,0,0,,,,,,,,,nowinright.bmp,right,TrialProc,TrialList,,targetright.bmp,right,300,8,1,8,0
