,TrialList,PictureTarget.OnsetTime,PictureTarget.ACC,SumPrize,prize,CorrectAnswer,PictureTarget.CRESP,PictureTarget.RESP,PictureTarget.OnsetDelay,PictureTarget.RT,PictureTarget.RTTime,TargetPosition,Target_time,Ant_time,Fix_time,J_time,PicturePrime.OnsetTime,PicturePrime.OnsetDelay
0,1,99050,1,10,10,5,5,5,58,205,99255,left,280,4218,3802,48,94523,97
1,2,109038,1,12,2,5,5,5,9,176,109214,left,270,4116,3914,42,104662,69
2,3,119161,0,12,10,5,5,,11,0,0,left,260,4248,3792,20,114651,8
3,4,129066,1,12,0,4,4,4,26,201,129267,right,250,4032,4018,46,124757,63
4,5,139255,1,22,10,4,4,4,14,159,139414,right,250,4145,3905,33,134845,37
5,6,149444,1,22,0,5,5,5,2,144,149588,left,250,4341,3709,33,144850,33
6,7,159549,1,24,2,4,4,4,12,57,159606,right,250,4447,3603,41,154839,34
7,8,169204,0,24,0,4,4,,15,0,0,right,250,4211,3839,15,164727,9
8,9,179226,1,34,10,5,5,5,13,187,179413,left,250,4179,3871,26,174783,19
9,10,189432,1,34,0,5,5,5,12,107,189539,left,250,4381,3669,23,184788,7
10,11,199003,1,36,2,4,4,4,7,175,199178,right,250,4035,4015,49,194710,11
11,12,209192,1,36,0,4,4,4,2,158,209350,right,250,4207,3843,38,204732,18
12,13,219114,1,46,10,5,5,5,14,16,219130,left,250,4128,3922,28,214721,13
13,14,229152,1,48,2,4,4,4,3,164,229316,right,250,4339,3711,18,224559,6
14,15,238890,1,48,0,5,5,5,6,224,239114,left,250,4102,3948,26,234531,16
15,16,249163,1,50,2,5,5,5,6,193,249356,left,250,4337,3713,35,244569,7
16,17,259252,1,50,0,4,4,4,6,172,259424,right,250,4404,3646,47,254591,15
17,18,268890,1,52,2,5,5,5,15,165,269055,left,250,4010,4040,43,264614,20
18,19,279062,1,62,10,4,4,4,6,216,279278,right,250,4203,3847,32,274602,7
19,20,289000,0,62,2,5,5,,4,0,0,left,250,4104,3946,37,284641,18
20,21,299423,0,62,0,4,4,,11,0,0,right,250,4448,3602,44,294713,13
21,22,309111,1,64,2,5,5,5,14,245,309356,left,250,4061,3989,40,304785,6
22,23,319434,1,74,10,4,4,4,4,238,319672,right,250,4322,3728,21,314857,10
23,24,329289,1,76,2,4,4,4,16,170,329459,right,250,4109,3941,20,324913,13
24,25,339612,1,86,10,5,5,5,11,203,339815,left,250,4449,3601,24,334901,13
25,26,349199,1,86,0,4,4,4,5,197,349396,right,250,4020,4030,18,344923,9
26,27,359639,1,96,10,5,5,5,13,186,359825,left,250,4446,3604,48,354929,16
27,28,369227,1,98,2,5,5,5,2,213,369440,left,250,4007,4043,23,364967,18
28,29,379316,1,98,0,4,4,4,7,162,379478,right,250,4069,3981,29,374989,10
29,30,389404,1,98,0,5,5,5,13,216,389620,left,250,4179,3871,48,384961,4
30,31,399426,1,108,10,4,4,4,12,182,399608,right,250,4146,3904,25,395017,19
31,32,409466,1,110,2,5,5,5,2,169,409635,left,250,4208,3842,13,405005,8
32,33,419370,1,120,10,4,4,4,7,189,419559,right,250,4135,3915,14,414977,19
33,34,429593,0,120,0,4,4,,3,0,0,right,250,4356,3694,35,424983,20
34,35,439631,1,122,2,4,4,4,11,192,439823,right,250,4314,3736,45,435055,15
35,36,449738,1,132,10,5,5,5,2,217,449955,left,250,4408,3642,27,445077,5
36,37,459625,1,132,0,4,4,4,3,195,459820,right,250,4256,3794,37,455115,6
37,38,469480,1,134,2,4,4,4,12,156,469636,right,250,4080,3970,37,465137,13
38,39,479887,1,144,10,4,4,4,15,209,480096,right,250,4495,3555,50,475126,13
39,40,489491,1,144,0,5,5,5,14,171,489662,left,250,4045,4005,36,485181,16
40,41,499513,1,154,10,5,5,5,13,173,499686,left,250,4062,3988,13,495187,14
41,42,509836,1,156,2,5,5,5,17,186,510022,left,250,4409,3641,28,505159,4
42,43,519774,1,156,0,5,5,5,2,103,519877,left,250,4357,3693,32,515164,5
43,44,529579,1,156,0,4,4,4,7,172,529751,right,250,4218,3832,46,525103,19
44,45,539852,1,158,2,5,5,5,3,183,540035,left,250,4490,3560,18,535108,4
45,46,549489,1,158,0,4,4,4,14,187,549676,right,250,4128,3922,41,545096,15
46,47,559829,1,160,2,4,4,4,12,168,559997,right,250,4447,3603,32,555119,10
47,48,569767,1,160,0,5,5,5,7,188,569955,left,250,4385,3665,38,565124,18
48,49,579622,1,162,2,4,4,4,3,172,579794,right,250,4222,3828,47,575146,12
49,50,589895,0,162,0,5,5,,7,0,0,left,250,4486,3564,19,585151,3
50,51,599934,1,172,10,4,4,4,17,165,600099,right,250,4459,3591,13,595207,15
51,52,609471,1,174,2,5,5,5,4,178,609649,left,250,4037,4013,42,605179,20
52,53,619677,1,184,10,5,5,5,10,144,619821,left,250,4232,3818,24,615184,8
53,54,629499,1,184,0,5,5,5,7,196,629695,left,250,4102,3948,44,625139,9
54,55,639905,1,194,10,4,4,4,17,175,640080,right,250,4476,3574,44,635161,6
55,56,649910,1,196,2,5,5,5,5,181,650091,left,250,4488,3562,37,645166,5
56,57,659849,1,206,10,4,4,4,13,156,660005,right,250,4413,3637,17,655172,13
57,58,669587,1,208,2,4,4,4,16,186,669773,right,250,4176,3874,29,665144,17
58,59,679559,1,218,10,5,5,5,14,179,679738,left,250,4145,3905,16,675149,4
59,60,689547,1,220,2,4,4,4,12,165,689712,right,250,4146,3904,23,685138,18
60,61,699619,1,220,0,5,5,5,12,173,699792,left,250,4247,3803,21,695109,10
61,62,709608,1,230,10,4,4,4,9,173,709781,right,250,4250,3800,27,705098,12
62,63,719663,0,230,0,5,5,,4,0,0,left,250,4321,3729,50,715087,7
63,64,729919,1,240,10,5,5,5,15,183,730102,left,250,4478,3572,24,725175,16
64,65,739457,1,250,10,4,4,4,14,165,739622,right,250,4028,4022,40,735164,9
65,66,749479,1,252,2,4,4,4,9,166,749645,right,250,4066,3984,26,745153,10
