,TrialList,PictureTarget.OnsetTime,PictureTarget.ACC,SumPrize,prize,CorrectAnswer,PictureTarget.CRESP,PictureTarget.RESP,PictureTarget.OnsetDelay,PictureTarget.RT,PictureTarget.RTTime,TargetPosition,Target_time,Ant_time,Fix_time,J_time,PicturePrime.OnsetTime,PicturePrime.OnsetDelay
0,1,177345,1,10,10,5,5,5,28,159,177504,left,280,4180,3840,29,172885,13
1,2,187551,1,12,2,5,5,5,4,157,187708,left,270,4422,3608,14,182874,21
2,3,197573,1,22,10,5,5,5,14,130,197703,left,260,4496,3544,20,192812,18
3,4,207394,1,22,0,4,4,4,24,47,207441,right,250,4335,3715,25,202784,47
4,5,217400,1,32,10,4,4,4,6,184,217584,right,250,4471,3579,26,212672,25
5,6,227004,1,32,0,5,5,5,14,20,227024,left,250,4028,4022,19,222711,41
6,7,237010,1,34,2,4,4,4,2,186,237196,right,250,4191,3859,33,232566,31
7,8,246998,1,34,0,4,4,4,6,207,247205,right,250,4153,3897,48,242588,17
8,9,257187,1,44,10,5,5,5,7,137,257324,left,250,4285,3765,42,252644,19
9,10,267042,1,44,0,5,5,5,16,239,267281,left,250,4160,3890,25,262615,8
10,11,277181,1,46,2,4,4,4,7,109,277290,right,250,4252,3798,26,272671,9
11,12,287270,0,46,0,4,4,,15,0,0,right,250,4411,3639,49,282593,8
12,13,297091,1,56,10,5,5,5,3,246,297337,left,250,4156,3894,26,292681,17
13,14,307464,1,58,2,4,4,4,12,31,307495,right,250,4464,3586,27,302737,8
14,15,317285,1,58,0,5,5,5,9,208,317493,left,250,4450,3600,48,312575,6
15,16,327107,1,60,2,5,5,5,2,53,327160,left,250,4223,3827,28,322631,19
16,17,336895,1,60,0,4,4,4,5,85,336980,right,250,4137,3913,50,332502,5
17,18,346984,1,62,2,5,5,5,13,105,347089,left,250,4279,3771,48,342441,17
18,19,356889,1,72,10,4,4,4,3,185,357074,right,250,4239,3811,50,352396,19
19,20,366794,0,72,2,5,5,,16,0,0,left,250,4092,3958,36,362435,17
20,21,376866,1,72,0,4,4,4,12,206,377072,right,250,4096,3954,26,372507,14
21,22,386872,1,74,2,5,5,5,13,159,387031,left,250,4079,3971,26,382529,8
22,23,396793,1,84,10,4,4,4,4,179,396972,right,250,4037,4013,19,392501,8
23,24,406832,1,86,2,4,4,4,2,69,406901,right,250,4090,3960,48,402489,14
24,25,416687,1,96,10,5,5,5,17,196,416883,left,250,4008,4042,21,412411,19
25,26,426960,1,96,0,4,4,4,14,189,427149,right,250,4279,3771,33,422416,11
26,27,436881,1,106,10,5,5,5,16,163,437044,left,250,4176,3874,10,432438,17
27,28,447121,1,108,2,5,5,5,9,88,447209,left,250,4468,3582,16,442393,6
28,29,456725,1,108,0,4,4,4,17,237,456962,right,250,4158,3892,36,452299,18
29,30,467048,1,108,0,5,5,5,7,221,467269,left,250,4419,3631,29,462371,13
30,31,477053,1,118,10,4,4,4,13,179,477232,right,250,4380,3670,23,472409,4
31,32,486858,1,120,2,5,5,5,9,197,487055,left,250,4200,3850,45,482398,10
32,33,496863,0,120,10,4,4,,15,0,0,right,250,4177,3873,33,492420,5
33,34,506935,1,120,0,4,4,4,6,174,507109,right,250,4186,3864,20,502492,17
