0 anticip_hit_smallwin 144.43 4.0
0 anticip_hit_smallwin 194.557 4.0
0 anticip_hit_smallwin 234.629 4.0
0 anticip_hit_smallwin 264.645 4.0
0 anticip_hit_smallwin 284.672 4.0
0 anticip_hit_smallwin 304.666 4.0
0 anticip_hit_smallwin 324.677 4.0
0 anticip_hit_smallwin 344.721 4.0
0 anticip_hit_smallwin 364.782 4.0
0 anticip_hit_smallwin 404.87 4.0
0 anticip_hit_smallwin 445.008 4.0
0 anticip_hit_smallwin 475.024 4.0
0 anticip_hit_smallwin 505.024 4.0
0 anticip_hit_smallwin 575.211 4.0
0 anticip_hit_smallwin 595.222 4.0
0 anticip_hit_smallwin 615.3 4.0
0 anticip_hit_smallwin 645.165 4.0
0 anticip_hit_smallwin 685.203 4.0
0 anticip_hit_smallwin 705.214 4.0
0 anticip_hit_smallwin 725.208 4.0
0 anticip_hit_smallwin 785.324 4.0
0 anticip_hit_largewin 134.392 4.0
0 anticip_hit_largewin 154.436 4.0
0 anticip_hit_largewin 174.463 4.0
0 anticip_hit_largewin 214.501 4.0
0 anticip_hit_largewin 254.639 4.0
0 anticip_hit_largewin 314.688 4.0
0 anticip_hit_largewin 354.743 4.0
0 anticip_hit_largewin 374.787 4.0
0 anticip_hit_largewin 394.831 4.0
0 anticip_hit_largewin 434.953 4.0
0 anticip_hit_largewin 485.013 4.0
0 anticip_hit_largewin 535.09 4.0
0 anticip_hit_largewin 635.143 4.0
0 anticip_hit_largewin 655.171 4.0
0 anticip_hit_largewin 675.165 4.0
0 anticip_hit_largewin 695.209 4.0
0 anticip_hit_largewin 715.219 4.0
0 anticip_hit_largewin 745.202 4.0
0 anticip_hit_largewin 765.296 4.0
0 anticip_hit_largewin 775.335 4.0
0 feedback_hit_nowin 169.419 1.5
0 feedback_hit_nowin 189.061 1.5
0 feedback_hit_nowin 209.056 1.5
0 feedback_hit_nowin 249.461 1.5
0 feedback_hit_nowin 279.244 1.5
0 feedback_hit_nowin 299.337 1.5
0 feedback_hit_nowin 339.175 1.5
0 feedback_hit_nowin 389.385 1.5
0 feedback_hit_nowin 419.451 1.5
0 feedback_hit_nowin 429.541 1.5
0 feedback_hit_nowin 470.063 1.5
0 feedback_hit_nowin 499.895 1.5
0 feedback_hit_nowin 529.644 1.5
0 feedback_hit_nowin 559.71 1.5
0 feedback_hit_nowin 569.933 1.5
0 feedback_hit_nowin 589.826 1.5
0 feedback_hit_nowin 609.82 1.5
0 feedback_hit_nowin 630.132 1.5
0 feedback_hit_nowin 670.069 1.5
0 feedback_hit_nowin 740.074 1.5
0 feedback_hit_nowin 760.201 1.5
0 press_left 138.897 0.0
0 press_left 149.258 0.0
0 press_left 158.979 0.0
0 press_left 188.992 0.0
0 press_left 219.35 0.0
0 press_left 259.442 0.0
0 press_left 279.235 0.0
0 press_left 289.599 0.0
0 press_left 309.425 0.0
0 press_left 329.466 0.0
0 press_left 349.595 0.0
0 press_left 379.494 0.0
0 press_left 399.559 0.0
0 press_left 409.597 0.0
0 press_left 429.485 0.0
0 press_left 449.471 0.0
0 press_left 489.525 0.0
0 press_left 529.622 0.0
0 press_left 539.966 0.0
0 press_left 559.655 0.0
0 press_left 580.001 0.0
0 press_left 609.808 0.0
0 press_left 629.949 0.0
0 press_left 649.916 0.0
0 press_left 659.713 0.0
0 press_left 670.014 0.0
0 press_left 690.015 0.0
0 press_left 719.954 0.0
0 press_left 740.009 0.0
0 press_left 760.164 0.0
0 press_left 769.846 0.0
0 press_right 169.352 0.0
0 press_right 179.136 0.0
0 press_right 199.062 0.0
0 press_right 208.969 0.0
0 press_right 239.379 0.0
0 press_right 249.388 0.0
0 press_right 269.482 0.0
0 press_right 299.275 0.0
0 press_right 319.355 0.0
0 press_right 339.144 0.0
0 press_right 359.53 0.0
0 press_right 369.513 0.0
0 press_right 389.309 0.0
0 press_right 419.375 0.0
0 press_right 439.588 0.0
0 press_right 469.979 0.0
0 press_right 479.745 0.0
0 press_right 499.838 0.0
0 press_right 509.688 0.0
0 press_right 569.853 0.0
0 press_right 589.77 0.0
0 press_right 600.118 0.0
0 press_right 619.909 0.0
0 press_right 639.79 0.0
0 press_right 679.847 0.0
0 press_right 699.876 0.0
0 press_right 709.89 0.0
0 press_right 729.81 0.0
0 press_right 749.893 0.0
0 press_right 779.857 0.0
0 press_right 789.806 0.0
0 feedback_hit_smallwin 149.327 1.5
0 feedback_hit_smallwin 199.151 1.5
0 feedback_hit_smallwin 239.422 1.5
0 feedback_hit_smallwin 269.555 1.5
0 feedback_hit_smallwin 289.667 1.5
0 feedback_hit_smallwin 309.493 1.5
0 feedback_hit_smallwin 329.537 1.5
0 feedback_hit_smallwin 349.648 1.5
0 feedback_hit_smallwin 369.575 1.5
0 feedback_hit_smallwin 409.63 1.5
0 feedback_hit_smallwin 449.535 1.5
0 feedback_hit_smallwin 479.818 1.5
0 feedback_hit_smallwin 509.784 1.5
0 feedback_hit_smallwin 580.073 1.5
0 feedback_hit_smallwin 600.182 1.5
0 feedback_hit_smallwin 620.009 1.5
0 feedback_hit_smallwin 649.975 1.5
0 feedback_hit_smallwin 690.08 1.5
0 feedback_hit_smallwin 709.941 1.5
0 feedback_hit_smallwin 729.884 1.5
0 feedback_hit_smallwin 789.833 1.5
0 anticip_hit_nowin 164.441 4.0
0 anticip_hit_nowin 184.535 4.0
0 anticip_hit_nowin 204.529 4.0
0 anticip_hit_nowin 244.651 4.0
0 anticip_hit_nowin 274.633 4.0
0 anticip_hit_nowin 294.644 4.0
0 anticip_hit_nowin 334.665 4.0
0 anticip_hit_nowin 384.826 4.0
0 anticip_hit_nowin 414.925 4.0
0 anticip_hit_nowin 424.947 4.0
0 anticip_hit_nowin 465.069 4.0
0 anticip_hit_nowin 495.018 4.0
0 anticip_hit_nowin 525.051 4.0
0 anticip_hit_nowin 555.167 4.0
0 anticip_hit_nowin 565.189 4.0
0 anticip_hit_nowin 585.2 4.0
0 anticip_hit_nowin 605.244 4.0
0 anticip_hit_nowin 625.271 4.0
0 anticip_hit_nowin 665.143 4.0
0 anticip_hit_nowin 735.197 4.0
0 anticip_hit_nowin 755.241 4.0
0 feedback_noresp 229.083 1.5
0 feedback_noresp 459.84 1.5
0 feedback_noresp 519.939 1.5
0 feedback_noresp 549.723 1.5
0 anticip_noresp 224.573 4.0
0 anticip_noresp 455.03 4.0
0 anticip_noresp 514.996 4.0
0 anticip_noresp 545.095 4.0
0 feedback_hit_largewin 138.981 1.5
0 feedback_hit_largewin 159.072 1.5
0 feedback_hit_largewin 179.156 1.5
0 feedback_hit_largewin 219.361 1.5
0 feedback_hit_largewin 259.5 1.5
0 feedback_hit_largewin 319.432 1.5
0 feedback_hit_largewin 359.57 1.5
0 feedback_hit_largewin 379.53 1.5
0 feedback_hit_largewin 399.591 1.5
0 feedback_hit_largewin 439.629 1.5
0 feedback_hit_largewin 489.589 1.5
0 feedback_hit_largewin 540.033 1.5
0 feedback_hit_largewin 639.853 1.5
0 feedback_hit_largewin 659.797 1.5
0 feedback_hit_largewin 679.891 1.5
0 feedback_hit_largewin 699.952 1.5
0 feedback_hit_largewin 720.029 1.5
0 feedback_hit_largewin 749.929 1.5
0 feedback_hit_largewin 769.889 1.5
0 feedback_hit_largewin 779.961 1.5
