,TrialList,PictureTarget.OnsetTime,PictureTarget.ACC,SumPrize,prize,CorrectAnswer,PictureTarget.CRESP,PictureTarget.RESP,PictureTarget.OnsetDelay,PictureTarget.RT,PictureTarget.RTTime,TargetPosition,Target_time,Ant_time,Fix_time,J_time,PicturePrime.OnsetTime,PicturePrime.OnsetDelay
0,1,146703,1,10,10,5,5,5,45,185,146888,left,280,4414,3606,44,141993,30
1,2,156441,1,12,2,5,5,5,2,255,156696,left,270,4140,3890,42,152048,39
2,3,166580,1,22,10,5,5,5,15,186,166766,left,260,4211,3829,29,162103,8
3,4,176619,1,22,0,4,4,4,31,175,176794,right,250,4195,3855,19,172142,38
4,5,186641,1,32,10,4,4,4,17,181,186822,right,250,4209,3841,47,182164,31
5,6,196880,1,32,0,5,5,5,12,219,197099,left,250,4414,3636,41,192203,36
6,7,206802,1,34,2,4,4,4,11,161,206963,right,250,4248,3802,45,202292,43
7,8,216874,1,34,0,4,4,4,7,227,217101,right,250,4336,3714,42,212280,5
8,9,226779,1,44,10,5,5,5,8,169,226948,left,250,4184,3866,21,222336,8
9,10,236801,1,44,0,5,5,5,3,202,237003,left,250,4223,3827,30,232324,12
10,11,246906,1,46,2,4,4,4,17,184,247090,right,250,4276,3774,23,242348,5
11,12,256728,1,46,0,4,4,4,14,186,256914,right,250,4095,3955,33,252368,10
12,13,266967,1,56,10,5,5,5,6,193,267160,left,250,4320,3730,26,262390,17
13,14,276822,1,58,2,4,4,4,6,189,277011,right,250,4169,3881,16,272396,8
14,15,287062,1,58,0,5,5,5,2,231,287293,left,250,4408,3642,14,282401,18
15,16,296916,1,60,2,5,5,5,16,165,297081,left,250,4209,3841,24,292440,20
16,17,306971,1,60,0,4,4,4,16,188,307159,right,250,4293,3757,10,302411,9
17,18,316977,1,62,2,5,5,5,2,165,317142,left,250,4324,3726,13,312400,7
18,19,326815,1,72,10,4,4,4,11,163,326978,right,250,4198,3852,11,322355,4
19,20,336920,1,74,2,5,5,5,9,163,337083,left,250,4350,3700,22,332310,5
20,21,346692,1,74,0,4,4,4,5,234,346926,right,250,4154,3896,17,342282,11
21,22,356831,1,76,2,5,5,5,7,177,357008,left,250,4235,3815,21,352338,17
22,23,367070,1,86,10,4,4,4,13,199,367269,right,250,4480,3570,17,362326,12
23,24,376925,1,88,2,4,4,4,15,168,377093,right,250,4328,3722,11,372331,16
24,25,386980,1,98,10,5,5,5,11,171,387151,left,250,4415,3635,12,382303,5
25,26,396819,0,98,0,4,4,,2,0,0,right,250,4291,3759,44,392275,4
26,27,407024,1,108,10,5,5,5,16,170,407194,left,250,4426,3624,21,402331,5
27,28,417030,1,110,2,5,5,5,4,229,417259,left,250,4456,3594,39,412319,12
28,29,427052,1,110,0,4,4,4,11,212,427264,right,250,4415,3635,12,422375,11
29,30,436673,0,110,0,5,5,,13,0,0,left,250,4029,4021,37,432380,5
30,31,446812,1,120,10,4,4,4,6,169,446981,right,250,4103,3947,47,442452,13
31,32,457218,1,122,2,5,5,5,14,209,457427,left,250,4496,3554,32,452457,3
32,33,467173,1,132,10,4,4,4,3,167,467340,right,250,4423,3627,39,462496,18
33,34,477095,1,132,0,4,4,4,6,208,477303,right,250,4337,3713,23,472501,11
34,35,486983,1,134,2,4,4,4,9,200,487183,right,250,4200,3850,49,482523,10
35,36,497222,1,144,10,5,5,5,9,170,497392,left,250,4400,3650,34,492562,18
36,37,507244,0,144,0,4,4,,12,0,0,right,250,4414,3636,43,502567,16
37,38,517134,1,146,2,4,4,4,2,205,517339,right,250,4242,3808,27,512639,7
38,39,527088,1,156,10,4,4,4,14,236,527324,right,250,4178,3872,39,522645,6
39,40,537444,1,156,0,5,5,5,12,214,537658,left,250,4464,3586,40,532717,11
40,41,547466,1,166,10,5,5,5,8,175,547641,left,250,4452,3598,36,542755,10
41,42,557455,1,168,2,5,5,5,2,178,557633,left,250,4441,3609,40,552761,14
42,43,567209,0,168,0,5,5,,5,0,0,left,250,4187,3863,20,562766,10
43,44,577248,0,168,0,4,4,,12,0,0,right,250,4164,3886,27,572821,13
44,45,587220,1,170,2,5,5,5,17,206,587426,left,250,4075,3975,48,582877,7
45,46,597626,1,170,0,4,4,4,12,232,597858,right,250,4431,3619,17,592932,18
46,47,607514,1,172,2,4,4,4,12,175,607689,right,250,4280,3770,42,602971,16
47,48,617503,1,172,0,5,5,5,10,239,617742,left,250,4266,3784,16,612976,8
48,49,627658,1,174,2,4,4,4,12,204,627862,right,250,4363,3687,23,623032,18
49,50,637330,0,174,0,5,5,,8,0,0,left,250,4017,4033,27,633054,11
50,51,647736,1,184,10,4,4,4,11,175,647911,right,250,4365,3685,28,643109,6
51,52,657858,1,186,2,5,5,5,10,189,658047,left,250,4499,3551,45,653098,6
52,53,667680,1,196,10,5,5,5,2,167,667847,left,250,4307,3743,24,663120,5
53,54,677752,1,196,0,5,5,5,5,219,677971,left,250,4388,3662,18,673108,9
54,55,687707,1,206,10,4,4,4,15,187,687894,right,250,4294,3756,10,683147,15
55,56,697395,1,208,2,5,5,5,4,218,697613,left,250,4004,4046,36,693136,7
56,57,707617,1,218,10,4,4,4,10,182,707799,right,250,4165,3885,47,703191,14
57,58,717923,1,220,2,4,4,4,9,164,718087,right,250,4467,3583,18,713196,3
58,59,727745,1,230,10,5,5,5,17,167,727912,left,250,4309,3741,43,723168,15
59,60,737834,0,230,2,4,4,,15,0,0,right,250,4395,3655,43,733173,6
60,61,747638,0,230,0,5,5,,11,0,0,left,250,4131,3919,10,743245,7
61,62,757978,1,240,10,4,4,4,17,174,758152,right,250,4426,3624,27,753284,7
62,63,767716,1,240,0,5,5,5,4,183,767899,left,250,4188,3862,18,763273,6
63,64,778022,1,250,10,5,5,5,10,177,778199,left,250,4500,3550,29,773261,15
64,65,787960,1,260,10,4,4,4,16,182,788142,right,250,4443,3607,44,783250,4
65,66,797899,1,262,2,4,4,4,8,166,798065,right,250,4385,3665,12,793255,6
