,TrialList,PictureTarget.OnsetTime,PictureTarget.ACC,SumPrize,prize,CorrectAnswer,PictureTarget.CRESP,PictureTarget.RESP,PictureTarget.OnsetDelay,PictureTarget.RT,PictureTarget.RTTime,TargetPosition,Target_time,Ant_time,Fix_time,J_time,PicturePrime.OnsetTime,PicturePrime.OnsetDelay
0,1,158374,1,10,10,5,5,5,41,255,158629,left,280,4335,3685,29,153747,45
1,2,168329,0,10,2,5,5,,6,0,0,left,270,4202,3828,48,163870,38
2,3,178319,1,20,10,5,5,5,2,207,178526,left,280,4091,3929,40,173975,19
3,4,188407,0,20,0,4,4,,17,0,0,right,270,4142,3888,33,183997,27
4,5,198379,1,30,10,4,4,4,3,245,198624,right,280,4022,3998,50,194103,34
5,6,208768,1,30,0,5,5,5,4,231,208999,left,290,4338,3672,31,204175,34
6,7,218823,1,32,2,4,4,4,16,207,219030,right,280,4376,3644,13,214180,19
7,8,228611,0,32,0,4,4,,6,0,0,right,270,4186,3844,24,224168,3
8,9,238817,0,32,10,5,5,,13,0,0,left,280,4313,3707,28,234240,9
9,10,248739,1,32,0,5,5,5,2,231,248970,left,290,4190,3820,31,244296,6
10,11,258912,1,34,2,4,4,4,2,252,259164,right,300,4358,3642,25,254301,19
11,12,268816,1,34,0,4,4,4,11,296,269112,right,300,4231,3769,27,264323,8
12,13,278654,1,44,10,5,5,5,4,185,278839,left,290,4021,3989,33,274378,6
13,14,289077,0,44,2,4,4,,11,0,0,right,280,4465,3555,28,284350,17
14,15,299116,1,44,0,5,5,5,14,228,299344,left,290,4445,3565,10,294406,6
15,16,309021,0,44,2,5,5,,7,0,0,left,280,4369,3651,26,304394,7
16,17,318742,1,44,0,4,4,4,5,195,318937,right,290,4036,3974,27,314450,8
17,18,328748,1,46,2,5,5,5,6,184,328932,left,300,4086,3914,23,324405,7
18,19,338619,1,56,10,4,4,4,7,191,338810,right,290,4001,4009,34,334360,11
19,20,348942,1,58,2,5,5,5,8,182,349124,left,280,4351,3669,38,344332,15
20,21,358747,1,58,0,4,4,4,12,161,358908,right,270,4180,3850,24,354304,13
21,22,368835,0,58,2,5,5,,15,0,0,left,260,4310,3730,28,364259,10
22,23,378690,1,68,10,4,4,4,11,10,378700,right,250,4097,3953,37,374331,6
23,24,388879,0,68,2,4,4,,10,0,0,right,250,4449,3601,25,384169,13
24,25,398635,1,78,10,5,5,5,2,226,398861,left,250,4158,3892,42,394224,8
25,26,408856,0,78,0,4,4,,16,0,0,right,250,4326,3724,11,404263,7
26,27,418929,1,88,10,5,5,5,4,149,419078,left,260,4372,3668,10,414302,6
27,28,428900,0,88,2,5,5,,9,0,0,left,250,4416,3634,40,424224,7
28,29,438622,0,88,0,4,4,,14,0,0,right,260,4061,3979,38,434296,11
29,30,448727,1,88,0,5,5,5,12,164,448891,left,270,4080,3950,26,444384,12
30,31,458716,0,88,10,4,4,,12,0,0,right,280,4113,3907,46,454340,8
31,32,468721,0,88,2,5,5,,4,0,0,left,290,4054,3956,25,464412,4
32,33,479060,1,98,10,4,4,4,11,154,479214,right,300,4331,3669,47,474467,8
33,34,488749,0,98,0,4,4,,2,0,0,right,300,4091,3909,32,484405,3
34,35,498787,1,100,2,4,4,4,5,250,499037,right,300,4070,3930,46,494461,17
35,36,509060,1,110,10,5,5,5,12,184,509244,left,300,4314,3686,17,504483,4
36,37,518981,0,110,0,4,4,,16,0,0,right,300,4276,3724,39,514438,16
37,38,528853,0,110,2,4,4,,16,0,0,right,300,4076,3924,43,524510,11
38,39,539326,1,120,10,4,4,4,17,144,539470,right,300,4476,3524,33,534582,7
39,40,548847,0,120,0,5,5,,13,0,0,left,300,4079,3921,33,544504,17
40,41,558986,1,130,10,5,5,5,3,136,559122,left,300,4156,3844,41,554576,17
41,42,569058,0,130,2,5,5,,4,0,0,left,300,4305,3695,50,564498,9
42,43,578996,1,130,0,5,5,5,12,76,579072,left,300,4146,3854,22,574587,17
43,44,588684,0,130,0,4,4,,8,0,0,right,300,4000,4000,19,584425,12
44,45,598806,1,132,2,5,5,5,13,185,598991,left,300,4062,3938,24,594480,14
45,46,608828,0,132,0,4,4,,9,0,0,right,300,4133,3867,36,604435,9
46,47,618801,0,132,2,4,4,,2,0,0,right,300,4041,3959,24,614507,14
47,48,629307,0,132,0,5,5,,12,0,0,left,300,4498,3502,27,624546,8
48,49,639145,0,132,2,4,4,,8,0,0,right,300,4285,3715,31,634601,6
49,50,649217,0,132,0,5,5,,4,0,0,left,300,4288,3712,28,644674,20
50,51,659473,1,142,10,4,4,4,11,201,659674,right,300,4482,3518,11,654729,5
51,52,669244,0,142,2,5,5,,3,0,0,left,300,4306,3694,28,664684,6
52,53,679132,1,152,10,5,5,5,4,272,679404,left,300,4138,3862,38,674739,5
53,54,689455,0,152,0,5,5,,3,0,0,left,300,4406,3594,48,684795,12
54,55,699561,1,162,10,4,4,4,4,28,699589,right,300,4422,3578,27,694884,19
55,56,709048,0,162,2,5,5,,8,0,0,left,300,4117,3883,49,704672,7
56,57,719087,0,162,10,4,4,,15,0,0,right,300,4060,3940,41,714761,18
57,58,729309,1,164,2,4,4,4,7,207,729516,right,300,4218,3782,49,724833,9
58,59,739197,1,174,10,5,5,5,5,248,739445,left,300,4103,3897,34,734838,18
59,60,749187,1,176,2,4,4,4,2,145,749332,right,300,4074,3926,22,744860,16
60,61,759292,1,176,0,5,5,5,7,248,759540,left,300,4269,3731,37,754765,11
61,62,769063,0,176,10,4,4,,4,0,0,right,300,4021,3979,26,764787,13
62,63,779102,0,176,0,5,5,,4,0,0,left,300,4005,3995,40,774842,7
63,64,789207,1,186,10,5,5,5,7,294,789501,left,300,4035,3965,20,784914,10
64,65,799229,1,196,10,4,4,4,8,192,799421,right,300,4000,4000,21,794970,14
65,66,809669,1,198,2,4,4,4,14,125,809794,right,300,4479,3521,21,804925,12
