,TrialList,PictureTarget.OnsetTime,PictureTarget.ACC,SumPrize,prize,CorrectAnswer,PictureTarget.CRESP,PictureTarget.RESP,PictureTarget.OnsetDelay,PictureTarget.RT,PictureTarget.RTTime,TargetPosition,Target_time,Ant_time,Fix_time,J_time,PicturePrime.OnsetTime,PicturePrime.OnsetDelay
48,49,587044,1,174,2,4,4,4,8,189,587233,right,300,4301,3699,16,582484,5
49,50,596765,0,174,0,5,5,,11,0,0,left,300,4064,3936,50,592439,17
50,51,607055,1,184,10,4,4,4,4,191,607246,right,300,4272,3728,14,602528,17
51,52,617060,1,186,2,5,5,5,12,209,617269,left,300,4314,3686,46,612483,19
52,53,627132,0,186,10,5,5,,13,0,0,left,300,4396,3604,28,622472,4
53,54,636904,1,186,0,5,5,5,10,218,637122,left,300,4115,3885,18,632528,6
54,55,646976,1,196,10,4,4,4,17,180,647156,right,300,4192,3808,34,642516,15
55,56,657199,1,198,2,5,5,5,10,175,657374,left,300,4466,3534,27,652472,16
56,57,666954,1,208,10,4,4,4,6,189,667143,right,300,4287,3713,41,662410,6
57,58,676709,1,210,2,4,4,4,3,164,676873,right,300,4073,3927,21,672382,9
58,59,686814,1,220,10,5,5,5,8,208,687022,left,300,4251,3749,41,682304,12
59,60,696920,1,222,2,4,4,4,7,188,697108,right,290,4369,3641,43,692293,9
60,61,706825,0,222,0,5,5,,6,0,0,left,280,4303,3717,46,702265,7
61,62,716914,1,232,10,4,4,4,5,191,717105,right,290,4321,3689,37,712337,4
62,63,726585,0,232,0,5,5,,16,0,0,left,280,4009,4011,15,722309,13
63,64,736774,0,232,10,5,5,,12,0,0,left,290,4130,3880,39,732381,18
64,65,747014,1,242,10,4,4,4,4,189,747203,right,300,4289,3711,14,742470,11
65,66,756902,1,244,2,4,4,4,2,187,757089,right,300,4223,3777,17,752426,20
