,TrialList,PictureTarget.OnsetTime,PictureTarget.ACC,SumPrize,prize,CorrectAnswer,PictureTarget.CRESP,PictureTarget.RESP,PictureTarget.OnsetDelay,PictureTarget.RT,PictureTarget.RTTime,TargetPosition,Target_time,Ant_time,Fix_time,J_time,PicturePrime.OnsetTime,PicturePrime.OnsetDelay
45,46,534875,1,118,0,4,4,4,17,198,535073,right,250,4460,3590,21,530147,11
46,47,544629,1,120,2,4,4,4,12,223,544852,right,250,4213,3837,16,540153,13
47,48,554451,1,120,0,5,5,5,2,211,554662,left,250,4006,4044,31,550192,18
48,49,564857,1,122,2,4,4,4,16,187,565044,right,250,4360,3690,46,560230,19
49,50,574562,1,122,0,5,5,5,2,238,574800,left,250,4056,3994,45,570253,5
50,51,585002,1,132,10,4,4,4,8,204,585206,right,250,4418,3632,30,580325,5
51,52,595074,1,134,2,5,5,5,10,214,595288,left,250,4466,3584,16,590347,4
52,53,604896,1,144,10,5,5,5,4,205,605101,left,250,4272,3778,18,600369,18
53,54,614851,1,144,0,5,5,5,9,213,615064,left,250,4200,3850,25,610391,15
54,55,624773,1,154,10,4,4,4,4,216,624989,right,250,4105,3945,45,620413,8
55,56,634979,1,156,2,5,5,5,9,213,635192,left,250,4267,3783,27,630452,5
56,57,644950,0,156,10,4,4,,3,0,0,right,250,4222,3828,17,640474,6
57,58,655240,1,158,2,4,4,4,17,208,655448,right,250,4443,3607,28,650529,16
58,59,665245,1,168,10,5,5,5,14,219,665464,left,250,4428,3622,47,660552,6
59,60,675234,0,168,2,4,4,,16,0,0,right,250,4343,3707,34,670624,20
60,61,685156,1,168,0,5,5,5,16,240,685396,left,250,4193,3857,43,680696,16
61,62,695161,0,168,10,4,4,,12,0,0,right,250,4130,3920,23,690768,7
62,63,705283,1,168,0,5,5,5,7,247,705530,left,250,4201,3849,16,700824,11
63,64,715623,1,178,10,5,5,5,9,201,715824,left,250,4484,3566,43,710879,17
64,65,725495,1,188,10,4,4,4,6,195,725690,right,250,4320,3730,43,720918,7
65,66,735483,1,190,2,4,4,4,15,230,735713,right,250,4277,3773,20,730940,7
