,Ant_time,CorrectAnswer,Fix_time,J_time,PicturePrime.ACC,PicturePrime.CRESP:,PicturePrime.DurationError,PicturePrime.OnsetDelay,PicturePrime.OnsetTime,PicturePrime.RESP:,PicturePrime.RT,PicturePrime.RTTime,PictureTarget.ACC,PictureTarget.CRESP,PictureTarget.DurationError,PictureTarget.OnsetDelay,PictureTarget.OnsetTime,PictureTarget.RESP,PictureTarget.RT,PictureTarget.RTTime,Prime,PrimePosition,Procedure,Running,SumPrize,Target,TargetPosition,Target_time,TrialList,TrialList.Cycle,TrialList.Sample,prize,PictureTarget.RESP:
0,4022,5,3998,18,1,,0,47,134392,,0,0,1,5,-999999,36,138701,5,196,138897,bigwinleft.bmp,left,TrialProc,TrialList,10,targetleft.bmp,left,280,1,1,1,10,
1,4359,5,3671,23,1,,0,32,144430,,0,0,1,5,-999999,17,149057,5,201,149258,smallwinleft.bmp,left,TrialProc,TrialList,12,targetleft.bmp,left,270,2,1,2,2,
2,4118,5,3922,47,1,,0,11,154436,,0,0,1,5,-999999,7,158812,5,167,158979,bigwinleft.bmp,left,TrialProc,TrialList,22,targetleft.bmp,left,260,3,1,3,10,
3,4462,4,3588,28,1,,0,20,164441,,0,0,1,4,-999999,15,169169,4,183,169352,nowinright.bmp,right,TrialProc,TrialList,22,targetright.bmp,right,250,4,1,4,0,
4,4175,4,3875,33,1,,0,22,174463,,0,0,1,4,-999999,17,178906,4,230,179136,bigwinright.bmp,right,TrialProc,TrialList,32,targetright.bmp,right,250,5,1,5,10,
5,4018,5,4032,39,1,,0,33,184535,,0,0,1,5,-999999,7,188811,5,181,188992,nowinleft.bmp,left,TrialProc,TrialList,32,targetleft.bmp,left,250,6,1,6,0,
6,4091,4,3959,36,1,,0,28,194557,,0,0,1,4,-999999,2,198901,4,161,199062,smallwinright.bmp,right,TrialProc,TrialList,34,targetright.bmp,right,250,7,1,7,2,
7,4024,4,4026,37,1,,0,13,204529,,0,0,1,4,-999999,2,208806,4,163,208969,nowinright.bmp,right,TrialProc,TrialList,34,targetright.bmp,right,250,8,1,8,0,
8,4356,5,3694,42,1,,0,12,214501,,0,0,1,5,-999999,3,219111,5,239,219350,bigwinleft.bmp,left,TrialProc,TrialList,44,targetleft.bmp,left,250,9,1,9,10,
9,4001,5,4049,23,1,,0,8,224573,,0,0,0,5,0,8,228833,,0,0,nowinleft.bmp,left,TrialProc,TrialList,44,targetleft.bmp,left,250,10,1,10,0,
10,4279,4,3771,14,1,,0,11,234629,,0,0,1,4,-999999,13,239172,4,207,239379,smallwinright.bmp,right,TrialProc,TrialList,46,targetright.bmp,right,250,11,1,11,2,
11,4304,4,3746,16,1,,0,20,244651,,0,0,1,4,-999999,5,249211,4,177,249388,nowinright.bmp,right,TrialProc,TrialList,46,targetright.bmp,right,250,12,1,12,0,
12,4349,5,3701,19,1,,0,17,254639,,0,0,1,5,-999999,11,259250,5,192,259442,bigwinleft.bmp,left,TrialProc,TrialList,56,targetleft.bmp,left,250,13,1,13,10,
13,4395,4,3655,22,1,,0,15,264645,,0,0,1,4,-999999,14,269305,4,177,269482,smallwinright.bmp,right,TrialProc,TrialList,58,targetright.bmp,right,250,14,1,14,2,
14,4108,5,3942,23,1,,0,11,274633,,0,0,1,5,-999999,2,278994,5,241,279235,nowinleft.bmp,left,TrialProc,TrialList,58,targetleft.bmp,left,250,15,1,15,0,
15,4492,5,3558,16,1,,0,9,284672,,0,0,1,5,-999999,2,289417,5,182,289599,smallwinleft.bmp,left,TrialProc,TrialList,60,targetleft.bmp,left,250,16,1,16,2,
16,4188,4,3862,35,1,,0,16,294644,,0,0,1,4,-999999,4,299087,4,188,299275,nowinright.bmp,right,TrialProc,TrialList,60,targetright.bmp,right,250,17,1,17,0,
17,4316,5,3734,49,1,,0,15,304666,,0,0,1,5,-999999,10,309243,5,182,309425,smallwinleft.bmp,left,TrialProc,TrialList,62,targetleft.bmp,left,250,18,1,18,2,
18,4241,4,3809,31,1,,0,18,314688,,0,0,1,4,-999999,2,319182,4,173,319355,bigwinright.bmp,right,TrialProc,TrialList,72,targetright.bmp,right,250,19,1,19,10,
19,4349,5,3701,24,1,,0,18,324677,,0,0,1,5,-999999,10,329287,5,179,329466,smallwinleft.bmp,left,TrialProc,TrialList,74,targetleft.bmp,left,250,20,1,20,2,
20,4007,4,4043,37,1,,0,9,334665,,0,0,1,4,-999999,2,338925,4,219,339144,nowinright.bmp,right,TrialProc,TrialList,74,targetright.bmp,right,250,21,1,21,0,
21,4420,5,3630,31,1,,0,13,344721,,0,0,1,5,-999999,6,349398,5,197,349595,smallwinleft.bmp,left,TrialProc,TrialList,76,targetleft.bmp,left,250,22,1,22,2,
22,4318,4,3732,43,1,,0,19,354743,,0,0,1,4,-999999,8,359320,4,210,359530,bigwinright.bmp,right,TrialProc,TrialList,86,targetright.bmp,right,250,23,1,23,10,
