,Ant_time,CorrectAnswer,Fix_time,J_time,PicturePrime.ACC,PicturePrime.CRESP:,PicturePrime.DurationError,PicturePrime.OnsetDelay,PicturePrime.OnsetTime,PicturePrime.RESP:,PicturePrime.RT,PicturePrime.RTTime,PictureTarget.ACC,PictureTarget.CRESP,PictureTarget.DurationError,PictureTarget.OnsetDelay,PictureTarget.OnsetTime,PictureTarget.RESP,PictureTarget.RT,PictureTarget.RTTime,Prime,PrimePosition,Procedure,Running,SumPrize,Target,TargetPosition,Target_time,TrialList,TrialList.Cycle,TrialList.Sample,prize,PictureTarget.RESP:
23,4279,4,3771,15,1,,0,7,364782,,0,0,1,4,-999999,13,369325,4,188,369513,smallwinright.bmp,right,TrialProc,TrialList,88,targetright.bmp,right,250,24,1,24,2,
24,4236,5,3814,37,1,,0,18,374787,,0,0,1,5,-999999,6,379280,5,214,379494,bigwinleft.bmp,left,TrialProc,TrialList,98,targetleft.bmp,left,250,25,1,25,10,
25,4049,4,4001,44,1,,0,13,384826,,0,0,1,4,-999999,9,389135,4,174,389309,nowinright.bmp,right,TrialProc,TrialList,98,targetright.bmp,right,250,26,1,26,0,
26,4257,5,3793,24,1,,0,6,394831,,0,0,1,5,-999999,2,399341,5,218,399559,bigwinleft.bmp,left,TrialProc,TrialList,108,targetleft.bmp,left,250,27,1,27,10,
27,4249,5,3801,34,1,,0,9,404870,,0,0,1,5,-999999,10,409380,5,217,409597,smallwinleft.bmp,left,TrialProc,TrialList,110,targetleft.bmp,left,250,28,1,28,2,
28,4018,4,4032,48,1,,0,16,414925,,0,0,1,4,-999999,7,419201,4,174,419375,nowinright.bmp,right,TrialProc,TrialList,110,targetright.bmp,right,250,29,1,29,0,
29,4091,5,3959,34,1,,0,18,424947,,0,0,1,5,-999999,2,429291,5,194,429485,nowinleft.bmp,left,TrialProc,TrialList,110,targetleft.bmp,left,250,30,1,30,0,
30,4170,4,3880,50,1,,0,15,434953,,0,0,1,4,-999999,5,439379,4,209,439588,bigwinright.bmp,right,TrialProc,TrialList,120,targetright.bmp,right,250,31,1,31,10,
31,4024,5,4026,44,1,,0,17,445008,,0,0,1,5,-999999,2,449285,5,186,449471,smallwinleft.bmp,left,TrialProc,TrialList,122,targetleft.bmp,left,250,32,1,32,2,
32,4293,4,3757,13,1,,0,6,455030,,0,0,0,4,0,16,459590,,0,0,bigwinright.bmp,right,TrialProc,TrialList,122,targetright.bmp,right,250,33,1,33,10,
33,4485,4,3565,11,1,,0,4,465069,,0,0,1,4,-999999,8,469813,4,166,469979,nowinright.bmp,right,TrialProc,TrialList,122,targetright.bmp,right,250,34,1,34,0,
34,4278,4,3772,28,1,,0,5,475024,,0,0,1,4,-999999,15,479568,4,177,479745,smallwinright.bmp,right,TrialProc,TrialList,124,targetright.bmp,right,250,35,1,35,2,
35,4070,5,3980,20,1,,0,5,485013,,0,0,1,5,-999999,5,489339,5,186,489525,bigwinleft.bmp,left,TrialProc,TrialList,134,targetleft.bmp,left,250,36,1,36,10,
36,4374,4,3676,23,1,,0,13,495018,,0,0,1,4,-999999,2,499645,4,193,499838,nowinright.bmp,right,TrialProc,TrialList,134,targetright.bmp,right,250,37,1,37,0,
37,4243,4,3807,16,1,,0,11,505024,,0,0,1,4,-999999,16,509534,4,154,509688,smallwinright.bmp,right,TrialProc,TrialList,136,targetright.bmp,right,250,38,1,38,2,
38,4438,4,3612,21,1,,0,18,514996,,0,0,0,4,0,4,519689,,0,0,bigwinright.bmp,right,TrialProc,TrialList,136,targetright.bmp,right,250,39,1,39,10,
39,4090,5,3960,23,1,,0,12,525051,,0,0,1,5,-999999,2,529394,5,228,529622,nowinleft.bmp,left,TrialProc,TrialList,136,targetleft.bmp,left,250,40,1,40,0,
40,4427,5,3623,39,1,,0,11,535090,,0,0,1,5,-999999,15,539783,5,183,539966,bigwinleft.bmp,left,TrialProc,TrialList,146,targetleft.bmp,left,250,41,1,41,10,
41,4125,5,3925,41,1,,0,11,545095,,0,0,0,5,0,2,549473,,0,0,smallwinleft.bmp,left,TrialProc,TrialList,146,targetleft.bmp,left,250,42,1,42,2,
42,4037,5,4013,31,1,,0,8,555167,,0,0,1,5,-999999,5,559460,5,195,559655,nowinleft.bmp,left,TrialProc,TrialList,146,targetleft.bmp,left,250,43,1,43,0,
43,4226,4,3824,48,1,,0,19,565189,,0,0,1,4,-999999,17,569683,4,170,569853,nowinright.bmp,right,TrialProc,TrialList,146,targetright.bmp,right,250,44,1,44,0,
44,4359,5,3691,38,1,,0,18,575211,,0,0,1,5,-999999,2,579823,5,178,580001,smallwinleft.bmp,left,TrialProc,TrialList,148,targetleft.bmp,left,250,45,1,45,2,
45,4117,4,3933,44,1,,0,12,585200,,0,0,1,4,-999999,8,589576,4,194,589770,nowinright.bmp,right,TrialProc,TrialList,148,targetright.bmp,right,250,46,1,46,0,
46,4444,4,3606,35,1,,0,6,595222,,0,0,1,4,-999999,15,599932,4,186,600118,smallwinright.bmp,right,TrialProc,TrialList,150,targetright.bmp,right,250,47,1,47,2,
47,4059,5,3991,20,1,,0,15,605244,,0,0,1,5,-999999,16,609570,5,238,609808,nowinleft.bmp,left,TrialProc,TrialList,150,targetleft.bmp,left,250,48,1,48,0,
48,4206,4,3844,44,1,,0,14,615300,,0,0,1,4,-999999,2,619759,4,150,619909,smallwinright.bmp,right,TrialProc,TrialList,152,targetright.bmp,right,250,49,1,49,2,
49,4354,5,3696,12,1,,0,6,625271,,0,0,1,5,-999999,6,629882,5,67,629949,nowinleft.bmp,left,TrialProc,TrialList,152,targetleft.bmp,left,250,50,1,50,0,
50,4202,4,3848,34,1,,0,5,635143,,0,0,1,4,-999999,7,639603,4,187,639790,bigwinright.bmp,right,TrialProc,TrialList,162,targetright.bmp,right,250,51,1,51,10,
51,4293,5,3757,28,1,,0,16,645165,,0,0,1,5,-999999,16,649725,5,191,649916,smallwinleft.bmp,left,TrialProc,TrialList,164,targetleft.bmp,left,250,52,1,52,2,
52,4116,5,3934,16,1,,0,6,655171,,0,0,1,5,-999999,9,659547,5,166,659713,bigwinleft.bmp,left,TrialProc,TrialList,174,targetleft.bmp,left,250,53,1,53,10,
53,4409,5,3641,41,1,,0,18,665143,,0,0,1,5,-999999,16,669819,5,195,670014,nowinleft.bmp,left,TrialProc,TrialList,174,targetleft.bmp,left,250,54,1,54,0,
54,4215,4,3835,38,1,,0,9,675165,,0,0,1,4,-999999,10,679641,4,206,679847,bigwinright.bmp,right,TrialProc,TrialList,184,targetright.bmp,right,250,55,1,55,10,
55,4367,5,3683,30,1,,0,12,685203,,0,0,1,5,-999999,9,689830,5,185,690015,smallwinleft.bmp,left,TrialProc,TrialList,186,targetleft.bmp,left,250,56,1,56,2,
56,4236,4,3814,34,1,,0,4,695209,,0,0,1,4,-999999,6,699702,4,174,699876,bigwinright.bmp,right,TrialProc,TrialList,196,targetright.bmp,right,250,57,1,57,10,
57,4211,4,3839,19,1,,0,16,705214,,0,0,1,4,-999999,15,709691,4,199,709890,smallwinright.bmp,right,TrialProc,TrialList,198,targetright.bmp,right,250,58,1,58,2,
58,4304,5,3746,16,1,,0,14,715219,,0,0,1,5,-999999,5,719779,5,175,719954,bigwinleft.bmp,left,TrialProc,TrialList,208,targetleft.bmp,left,250,59,1,59,10,
59,4171,4,3879,24,1,,0,17,725208,,0,0,1,4,-999999,4,729634,4,176,729810,smallwinright.bmp,right,TrialProc,TrialList,210,targetright.bmp,right,250,60,1,60,2,
60,4367,5,3683,28,1,,0,10,735197,,0,0,1,5,-999999,9,739824,5,185,740009,nowinleft.bmp,left,TrialProc,TrialList,210,targetleft.bmp,left,250,61,1,61,0,
61,4223,4,3827,32,1,,0,5,745202,,0,0,1,4,-999999,3,749679,4,214,749893,bigwinright.bmp,right,TrialProc,TrialList,220,targetright.bmp,right,250,62,1,62,10,
62,4451,5,3599,50,1,,0,18,755241,,0,0,1,5,-999999,8,759951,5,213,760164,nowinleft.bmp,left,TrialProc,TrialList,220,targetleft.bmp,left,250,63,1,63,0,
63,4088,5,3962,45,1,,0,17,765296,,0,0,1,5,-999999,4,769639,5,207,769846,bigwinleft.bmp,left,TrialProc,TrialList,230,targetleft.bmp,left,250,64,1,64,10,
64,4114,4,3936,50,1,,0,5,775335,,0,0,1,4,-999999,11,779711,4,146,779857,bigwinright.bmp,right,TrialProc,TrialList,240,targetright.bmp,right,250,65,1,65,10,
65,4000,4,4050,15,1,,0,17,785324,,0,0,1,4,-999999,8,789583,4,223,789806,smallwinright.bmp,right,TrialProc,TrialList,242,targetright.bmp,right,250,66,1,66,2,
