,CorrectAnswer,Prime,PrimePosition,Procedure,Running,Target,TargetPosition,TrialList,TrialList.Cycle,TrialList.Sample,prize
0,5,bigwinleft.bmp,left,TrialProc,TrialList,targetleft.bmp,left,1,1,1,10
