,TrialList,PictureTarget.OnsetTime,PictureTarget.ACC,SumPrize,prize,CorrectAnswer,PictureTarget.CRESP,PictureTarget.RESP,PictureTarget.OnsetDelay,PictureTarget.RT,PictureTarget.RTTime,TargetPosition,Target_time,Ant_time,Fix_time,J_time,PicturePrime.OnsetTime,PicturePrime.OnsetDelay
0,1,109424,1,10,10,5,5,5,38,240,109664,left,280,4237,3783,14,104898,47
1,2,119329,1,12,2,5,5,5,15,234,119563,left,270,4077,3953,31,114986,36
2,3,129685,1,22,10,5,5,5,13,221,129906,left,260,4396,3644,43,125025,19
3,4,139574,0,22,0,4,4,,21,0,0,right,250,4188,3862,29,135114,40
4,5,149629,0,22,10,4,4,,2,0,0,right,250,4173,3877,39,145203,21
5,6,159635,1,22,0,5,5,5,4,217,159852,left,260,4071,3969,31,155309,45
6,7,169740,1,24,2,4,4,4,12,217,169957,right,250,4130,3920,23,165347,35
7,8,179913,1,24,0,4,4,4,5,214,180127,right,250,4287,3763,24,175370,11
8,9,189751,1,34,10,5,5,5,7,228,189979,left,250,4101,3949,45,185392,10
9,10,200174,0,34,0,5,5,,4,0,0,left,250,4472,3578,41,195447,5
10,11,210063,1,36,2,4,4,4,9,210,210273,right,250,4284,3766,12,205519,9
11,12,219951,0,36,0,4,4,,5,0,0,right,250,4170,3880,47,215525,5
12,13,229990,0,36,10,5,5,,11,0,0,left,250,4114,3936,18,225614,20
13,14,240112,1,38,2,4,4,4,10,208,240320,right,260,4182,3858,28,235669,15
14,15,250134,0,38,0,5,5,,10,0,0,left,270,4199,3831,16,245674,4
15,16,260424,1,40,2,5,5,5,17,221,260645,left,280,4409,3611,43,255747,18
16,17,270279,1,40,0,4,4,4,5,204,270483,right,290,4238,3772,44,265785,7
17,18,280351,1,42,2,5,5,5,10,186,280537,left,300,4316,3684,34,275774,6
18,19,290156,1,52,10,4,4,4,8,225,290381,right,290,4151,3859,23,285746,16
19,20,300462,0,52,2,5,5,,2,0,0,left,280,4458,3562,30,295751,10
20,21,310100,1,52,0,4,4,4,6,206,310306,right,290,4019,3991,19,305824,20
21,22,320272,0,52,2,5,5,,4,0,0,left,280,4221,3799,21,315796,15
22,23,330294,1,62,10,4,4,4,7,223,330517,right,290,4185,3825,41,325851,12
23,24,340500,1,64,2,4,4,4,10,235,340735,right,300,4382,3618,30,335857,9
24,25,350255,1,74,10,5,5,5,16,220,350475,left,290,4126,3884,22,345862,3
25,26,360310,0,74,0,4,4,,12,0,0,right,280,4180,3840,43,355867,11
26,27,370483,1,84,10,5,5,5,4,223,370706,left,290,4288,3722,38,365940,8
27,28,380705,1,86,2,5,5,5,11,243,380948,left,280,4498,3522,16,375945,12
28,29,390327,0,86,0,4,4,,6,0,0,right,270,4103,3927,32,385967,17
29,30,400532,0,86,0,5,5,,8,0,0,left,280,4217,3803,18,396056,18
30,31,410387,1,96,10,4,4,4,12,213,410600,right,290,4013,3997,29,406111,15
31,32,420511,1,98,2,5,5,5,2,235,420746,left,300,4158,3842,49,416100,4
32,33,430632,1,108,10,4,4,4,5,211,430843,right,300,4237,3763,50,426139,18
33,34,440621,1,108,0,4,4,4,3,229,440850,right,290,4223,3787,32,436144,17
34,35,450526,1,110,2,4,4,4,13,208,450734,right,280,4112,3908,20,446150,18
35,36,460882,1,120,10,5,5,5,6,195,461077,left,270,4487,3543,32,456138,13
36,37,470737,0,120,0,4,4,,7,0,0,right,260,4335,3705,39,466144,18
