,TrialList,PictureTarget.OnsetTime,PictureTarget.ACC,SumPrize,prize,CorrectAnswer,PictureTarget.CRESP,PictureTarget.RESP,PictureTarget.OnsetDelay,PictureTarget.RT,PictureTarget.RTTime,TargetPosition,Target_time,Ant_time,Fix_time,J_time,PicturePrime.OnsetTime,PicturePrime.OnsetDelay
0,1,113576,0,0,10,5,5,,39,0,0,left,280,4153,3867,33,109133,47
1,2,123648,1,2,2,5,5,5,7,222,123870,left,290,4102,3908,26,119273,35
2,3,133587,1,12,10,5,5,5,5,187,133774,left,300,4054,3946,11,129277,7
3,4,143926,1,12,0,4,4,4,31,196,144122,right,290,4412,3598,19,139232,22
4,5,153731,1,22,10,4,4,4,3,216,153947,right,280,4239,3781,19,149238,31
5,6,163670,1,22,0,5,5,5,6,223,163893,left,270,4186,3844,48,159227,15
6,7,173792,1,24,2,4,4,4,12,245,174037,right,260,4230,3810,32,169299,36
7,8,183647,1,24,0,4,4,4,5,208,183855,right,250,4020,4030,34,179371,18
8,9,194053,1,34,10,5,5,5,6,229,194282,left,250,4386,3664,11,189410,16
9,10,204126,1,34,0,5,5,5,4,228,204354,left,250,4439,3611,11,199432,6
10,11,214031,1,36,2,4,4,4,3,249,214280,right,250,4323,3727,38,209454,6
11,12,224153,1,36,0,4,4,4,10,232,224385,right,250,4366,3684,43,219526,12
12,13,234042,0,36,10,5,5,,13,0,0,left,250,4196,3854,39,229582,7
13,14,243997,1,38,2,4,4,4,4,249,244246,right,250,4088,3962,17,239654,11
14,15,254236,0,38,0,5,5,,8,0,0,left,250,4267,3783,14,249710,17
15,16,264158,1,40,2,5,5,5,4,209,264367,left,250,4138,3912,23,259765,19
16,17,274114,1,40,0,4,4,4,12,216,274330,right,250,4064,3986,41,269787,10
17,18,284136,0,40,2,5,5,,6,0,0,left,250,4053,3997,13,279826,9
18,19,294442,0,40,10,4,4,,2,0,0,right,250,4324,3726,14,289865,4
19,20,304364,1,42,2,5,5,5,14,209,304573,left,250,4178,3872,45,299921,20
20,21,314302,1,42,0,4,4,4,11,198,314500,right,250,4081,3969,21,309959,5
21,22,324258,1,44,2,5,5,5,3,248,324506,left,250,4039,4011,27,319965,13
22,23,334614,1,54,10,4,4,4,11,190,334804,right,250,4332,3718,33,330020,6
23,24,344419,1,56,2,4,4,4,13,184,344603,right,250,4113,3937,31,340042,17
24,25,354458,1,66,10,5,5,5,14,211,354669,left,250,4128,3922,16,350065,19
25,26,364430,1,66,0,4,4,4,8,218,364648,right,250,4084,3966,46,360087,18
26,27,374452,1,76,10,5,5,5,9,205,374657,left,250,4050,4000,26,370142,4
27,28,384676,1,78,2,5,5,5,2,220,384896,left,250,4259,3791,23,380164,7
28,29,394780,1,78,0,4,4,4,5,173,394953,right,250,4337,3713,16,390187,11
29,30,404669,1,78,0,5,5,5,9,195,404864,left,250,4234,3816,22,400175,17
30,31,414657,1,88,10,4,4,4,13,210,414867,right,250,4212,3838,48,410181,12
31,32,424613,0,88,2,5,5,,2,0,0,left,250,4124,3926,42,420236,19
32,33,434985,0,88,10,4,4,,15,0,0,right,250,4427,3623,38,430292,7
33,34,445008,0,88,0,4,4,,7,0,0,right,250,4386,3664,25,440364,12
34,35,454913,1,90,2,4,4,4,17,210,455123,right,250,4225,3825,13,450420,9
35,36,464803,1,100,10,5,5,5,2,225,465028,left,250,4125,3925,14,460425,3
36,37,474974,1,100,0,4,4,4,14,181,475155,right,250,4262,3788,12,470447,19
37,38,485096,1,102,2,4,4,4,3,213,485309,right,250,4423,3627,37,480419,5
38,39,494884,0,102,10,4,4,,8,0,0,right,250,4167,3883,28,490458,13
39,40,504806,1,102,0,5,5,5,9,219,505025,left,250,4033,4017,36,500513,5
40,41,515029,0,102,10,5,5,,12,0,0,left,250,4197,3853,49,510569,14
41,42,525285,1,104,2,5,5,5,9,211,525496,left,250,4367,3683,37,520658,18
42,43,534973,0,104,0,5,5,,6,0,0,left,250,4019,4031,35,530697,13
43,44,545413,1,104,0,4,4,4,10,219,545632,right,250,4383,3667,26,540769,15
44,45,555502,0,104,2,5,5,,5,0,0,left,250,4438,3612,31,550808,8
45,46,565206,1,104,0,4,4,4,9,248,565454,right,250,4066,3984,31,560880,19
46,47,575362,0,104,2,4,4,,16,0,0,right,250,4143,3907,36,570952,19
47,48,585568,0,104,0,5,5,,5,0,0,left,250,4287,3763,17,581025,15
48,49,595675,1,106,2,4,4,4,2,246,595921,right,250,4342,3708,12,591080,16
49,50,605612,0,106,0,5,5,,14,0,0,left,250,4245,3805,46,601102,4
50,51,615517,0,106,10,4,4,,3,0,0,right,250,4089,3961,41,611174,4
51,52,625624,1,108,2,5,5,5,2,192,625816,left,250,4124,3926,50,621247,9
52,53,635846,1,118,10,5,5,5,3,210,636056,left,250,4306,3744,26,631286,17
53,54,645617,0,118,0,5,5,,12,0,0,left,250,4046,4004,17,641308,8
54,55,655740,1,128,10,4,4,4,14,211,655951,right,250,4112,3938,30,651363,16
55,56,665829,0,128,2,5,5,,2,0,0,left,250,4191,3859,22,661385,3
56,57,675834,1,138,10,4,4,4,5,199,676033,right,250,4154,3896,16,671424,10
57,58,686157,1,140,2,4,4,4,9,237,686394,right,250,4467,3583,18,681430,18
58,59,696045,0,140,10,5,5,,2,0,0,left,250,4307,3743,29,691485,15
59,60,706234,0,140,2,4,4,,12,0,0,right,250,4430,3620,44,701541,5
60,61,716106,1,140,0,5,5,5,16,205,716311,left,250,4226,3824,20,711613,6
61,62,726245,1,150,10,4,4,4,15,214,726459,right,250,4344,3706,27,721635,13
62,63,735950,1,150,0,5,5,5,3,200,736150,left,250,4039,4011,25,731657,6
63,64,745955,1,160,10,5,5,5,10,231,746186,left,250,4031,4019,18,741663,9
64,65,755995,1,170,10,4,4,4,2,228,756223,right,250,4041,4009,41,751701,15
65,66,766418,1,172,2,4,4,4,2,242,766660,right,250,4425,3625,26,761740,8
