,Ant_time,CorrectAnswer,Fix_time,J_time,PicturePrime.ACC,PicturePrime.CRESP,PicturePrime.DurationError,PicturePrime.OnsetDelay,PicturePrime.OnsetTime,PicturePrime.RESP,PicturePrime.RT,PicturePrime.RTTime,PictureTarget.ACC,PictureTarget.CRESP,PictureTarget.DurationError,PictureTarget.OnsetDelay,PictureTarget.OnsetTime,PictureTarget.RESP,PictureTarget.RT,PictureTarget.RTTime,Prime,PrimePosition,Procedure,Running,SumPrize,Target,TargetPosition,Target_time,TrialList,TrialList.Cycle,TrialList.Sample,prize
0,4104,5,3916,22,1,,0,14,15830,,0,0,0,5,0,4,20189,,0,0,bigwinleft.bmp,left,TrialProc,TrialList,0,targetleft.bmp,left,280,1,1,1,10
1,4055,5,3955,20,1,,0,11,25885,,0,0,0,5,0,4,30195,,0,0,smallwinleft.bmp,left,TrialProc,TrialList,0,targetleft.bmp,left,290,2,1,2,2
2,4161,5,3839,10,1,,0,14,35941,,0,0,0,5,0,14,40367,,0,0,bigwinleft.bmp,left,TrialProc,TrialList,0,targetleft.bmp,left,300,3,1,3,10
3,4244,4,3756,36,1,,0,6,45979,,0,0,0,4,-999999,15,50489,5,264,50753,nowinright.bmp,right,TrialProc,TrialList,0,targetright.bmp,right,300,4,1,4,0
4,4042,4,3958,37,1,,0,14,56018,,0,0,0,4,-999999,17,60328,5,57,60385,bigwinright.bmp,right,TrialProc,TrialList,0,targetright.bmp,right,300,5,1,5,10
5,4333,5,,,0,,-999999,13,65857,{CONTROL},17,65874,,,,,,,,,nowinleft.bmp,left,TrialProc,TrialList,,targetleft.bmp,left,300,6,1,6,0
