,Ant_time,CorrectAnswer,Fix_time,J_time,PicturePrime.ACC,PicturePrime.CRESP,PicturePrime.DurationError,PicturePrime.OnsetDelay,PicturePrime.OnsetTime,PicturePrime.RESP,PicturePrime.RT,PicturePrime.RTTime,PictureTarget.ACC,PictureTarget.CRESP,PictureTarget.DurationError,PictureTarget.OnsetDelay,PictureTarget.OnsetTime,PictureTarget.RESP,PictureTarget.RT,PictureTarget.RTTime,Prime,PrimePosition,Procedure,Running,SumPrize,Target,TargetPosition,Target_time,TrialList,TrialList.Cycle,TrialList.Sample,prize
0,4028,5,3992,48,1,,0,47,182933,,0,0,0,5,0,47,187259,,0,0,bigwinleft.bmp,left,TrialProc,TrialList,0,targetleft.bmp,left,280,1,1,1,10
1,4099,5,3911,13,1,,0,35,193089,,0,0,0,5,0,9,197448,,0,0,smallwinleft.bmp,left,TrialProc,TrialList,0,targetleft.bmp,left,290,2,1,2,2
2,4431,5,3569,35,1,,0,4,203144,,0,0,1,5,-999999,12,207838,5,185,208023,bigwinleft.bmp,left,TrialProc,TrialList,10,targetleft.bmp,left,300,3,1,3,10
3,4297,4,3703,17,1,,0,31,213132,,0,0,1,4,-999999,13,217693,4,222,217915,nowinright.bmp,right,TrialProc,TrialList,10,targetright.bmp,right,300,4,1,4,0
4,4306,4,3694,30,1,,0,33,223138,,0,0,1,4,-999999,3,227714,4,196,227910,bigwinright.bmp,right,TrialProc,TrialList,20,targetright.bmp,right,300,5,1,5,10
5,4247,5,3753,50,1,,0,37,233143,,0,0,1,5,-999999,12,237653,5,182,237835,nowinleft.bmp,left,TrialProc,TrialList,20,targetleft.bmp,left,300,6,1,6,0
6,4184,4,3826,25,1,,0,34,243132,,0,0,1,4,-999999,8,247575,4,192,247767,smallwinright.bmp,right,TrialProc,TrialList,22,targetright.bmp,right,290,7,1,7,2
7,4438,4,3582,10,1,,0,9,253104,,0,0,1,4,-999999,4,257797,4,185,257982,nowinright.bmp,right,TrialProc,TrialList,22,targetright.bmp,right,280,8,1,8,0
8,4143,5,3887,43,1,,0,7,263059,,0,0,0,5,0,15,267468,,0,0,bigwinleft.bmp,left,TrialProc,TrialList,22,targetleft.bmp,left,270,9,1,9,10
9,4013,5,4027,42,1,,0,7,273147,,0,0,1,5,-999999,13,277424,5,209,277633,nowinleft.bmp,left,TrialProc,TrialList,22,targetleft.bmp,left,260,10,1,10,0
