,Ant_time,CorrectAnswer,Fix_time,J_time,PicturePrime.ACC,PicturePrime.CRESP,PicturePrime.DurationError,PicturePrime.OnsetDelay,PicturePrime.OnsetTime,PicturePrime.RESP,PicturePrime.RT,PicturePrime.RTTime,PictureTarget.ACC,PictureTarget.CRESP,PictureTarget.DurationError,PictureTarget.OnsetDelay,PictureTarget.OnsetTime,PictureTarget.RESP,PictureTarget.RT,PictureTarget.RTTime,Prime,PrimePosition,Procedure,Running,SumPrize,Target,TargetPosition,Target_time,TrialList,TrialList.Cycle,TrialList.Sample,prize
0,4045,5,3975,21,1,,0,30,121299,,0,0,0,5,0,30,125625,,0,0,bigwinleft.bmp,left,TrialProc,TrialList,0,targetleft.bmp,left,280,1,1,1,10
1,4178,5,3832,28,1,,0,28,131404,,0,0,0,5,-999999,14,135847,4,198,136045,smallwinleft.bmp,left,TrialProc,TrialList,0,targetleft.bmp,left,290,2,1,2,2
2,4354,5,3646,17,1,,0,5,141376,,0,0,0,5,0,5,145986,,0,0,bigwinleft.bmp,left,TrialProc,TrialList,0,targetleft.bmp,left,300,3,1,3,10
3,4344,4,3656,33,1,,0,33,151448,,0,0,0,4,-999999,32,156075,5,174,156249,nowinright.bmp,right,TrialProc,TrialList,0,targetright.bmp,right,300,4,1,4,0
4,4330,4,3670,49,1,,0,34,161437,,0,0,0,4,0,12,166030,,0,0,bigwinright.bmp,right,TrialProc,TrialList,0,targetright.bmp,right,300,5,1,5,10
5,4012,5,3988,17,1,,0,34,171542,,0,0,1,5,-999999,13,175818,5,23,175841,nowinleft.bmp,left,TrialProc,TrialList,0,targetleft.bmp,left,300,6,1,6,0
6,4081,4,3919,14,1,,0,33,181347,,0,0,0,4,0,11,185690,,0,0,smallwinright.bmp,right,TrialProc,TrialList,0,targetright.bmp,right,300,7,1,7,2
7,4320,4,3680,21,1,,0,20,191403,,0,0,0,4,-999999,5,195979,5,221,196200,nowinright.bmp,right,TrialProc,TrialList,0,targetright.bmp,right,300,8,1,8,0
8,4360,5,3640,15,1,,0,12,201391,,0,0,0,5,0,16,206018,,0,0,bigwinleft.bmp,left,TrialProc,TrialList,0,targetleft.bmp,left,300,9,1,9,10
9,4308,5,3692,19,1,,0,19,211447,,0,0,0,5,0,2,216008,,0,0,nowinleft.bmp,left,TrialProc,TrialList,0,targetleft.bmp,left,300,10,1,10,0
10,4343,4,3657,27,1,,0,14,221502,,0,0,0,4,0,16,226112,,0,0,smallwinright.bmp,right,TrialProc,TrialList,0,targetright.bmp,right,300,11,1,11,2
11,4431,4,3569,39,1,,0,6,231557,,0,0,0,4,0,12,236251,,0,0,nowinright.bmp,right,TrialProc,TrialList,0,targetright.bmp,right,300,12,1,12,0
12,4057,5,3943,33,1,,0,12,241630,,0,0,0,5,-999999,2,245940,4,145,246085,bigwinleft.bmp,left,TrialProc,TrialList,0,targetleft.bmp,left,300,13,1,13,10
13,4064,4,3936,43,1,,0,17,251551,,0,0,0,4,0,12,255878,,0,0,smallwinright.bmp,right,TrialProc,TrialList,0,targetright.bmp,right,300,14,1,14,2
14,4008,5,3992,25,1,,0,8,261624,,0,0,0,5,-999999,2,265901,4,211,266112,nowinleft.bmp,left,TrialProc,TrialList,0,targetleft.bmp,left,300,15,1,15,0
15,4010,5,3990,12,1,,0,7,271595,,0,0,0,5,0,15,275871,,0,0,smallwinleft.bmp,left,TrialProc,TrialList,0,targetleft.bmp,left,300,16,1,16,2
16,4005,4,3995,15,1,,0,5,281634,,0,0,1,4,-999999,3,285893,4,62,285955,nowinright.bmp,right,TrialProc,TrialList,0,targetright.bmp,right,300,17,1,17,0
17,4325,5,3675,19,1,,0,19,291456,,0,0,0,5,0,17,296049,,0,0,smallwinleft.bmp,left,TrialProc,TrialList,0,targetleft.bmp,left,300,18,1,18,2
18,4405,4,3595,36,1,,0,13,301511,,0,0,1,4,-999999,4,306171,4,189,306360,bigwinright.bmp,right,TrialProc,TrialList,10,targetright.bmp,right,300,19,1,19,10
19,4086,5,3914,23,1,,0,14,311483,,0,0,0,5,0,6,315826,,0,0,smallwinleft.bmp,left,TrialProc,TrialList,10,targetleft.bmp,left,300,20,1,20,2
20,4195,4,3805,27,1,,0,10,321538,,0,0,0,4,0,14,325998,,0,0,nowinright.bmp,right,TrialProc,TrialList,10,targetright.bmp,right,300,21,1,21,0
21,4188,5,3812,23,1,,0,7,331594,,0,0,0,5,-999999,4,336037,4,86,336123,smallwinleft.bmp,left,TrialProc,TrialList,10,targetleft.bmp,left,300,22,1,22,2
22,4221,4,3779,44,1,,0,11,341449,,0,0,1,4,-999999,4,345925,4,145,346070,bigwinright.bmp,right,TrialProc,TrialList,20,targetright.bmp,right,300,23,1,23,10
23,4479,4,3521,38,1,,0,6,351371,,0,0,0,4,-999999,13,356114,5,183,356297,smallwinright.bmp,right,TrialProc,TrialList,20,targetright.bmp,right,300,24,1,24,2
24,4229,5,3771,47,1,,0,12,361326,,0,0,0,5,0,13,365819,,0,0,bigwinleft.bmp,left,TrialProc,TrialList,20,targetleft.bmp,left,300,25,1,25,10
25,4112,4,3888,48,1,,0,20,371415,,0,0,1,4,-999999,13,375791,4,8,375799,nowinright.bmp,right,TrialProc,TrialList,20,targetright.bmp,right,300,26,1,26,0
26,4092,5,3908,50,1,,0,19,381220,,0,0,0,5,0,16,385579,,0,0,bigwinleft.bmp,left,TrialProc,TrialList,20,targetleft.bmp,left,300,27,1,27,10
27,4323,5,3677,14,1,,0,16,391308,,0,0,0,5,0,3,395885,,0,0,smallwinleft.bmp,left,TrialProc,TrialList,20,targetleft.bmp,left,300,28,1,28,2
