,TrialList,PictureTarget.OnsetTime,PictureTarget.ACC,SumPrize,prize,CorrectAnswer,PictureTarget.CRESP,PictureTarget.RESP,PictureTarget.OnsetDelay,PictureTarget.RT,PictureTarget.RTTime,TargetPosition,Target_time,Ant_time,Fix_time,J_time,PicturePrime.OnsetTime,PicturePrime.OnsetDelay
0,1,138229,1,10,10,5,5,5,64,235,138464,left,280,4329,3691,15,133585,46
1,2,148134,1,12,2,5,5,5,13,224,148358,left,270,4162,3868,40,143708,68
2,3,158423,1,22,10,5,5,5,10,213,158636,left,260,4416,3624,18,153746,10
3,4,168195,1,22,0,4,4,4,26,239,168434,right,250,4149,3901,29,163769,32
4,5,178601,1,32,10,4,4,4,13,213,178814,right,250,4479,3571,12,173858,22
5,6,188607,1,32,0,5,5,5,16,201,188808,left,250,4460,3590,13,183880,22
6,7,198529,1,34,2,4,4,4,8,207,198736,right,250,4352,3698,31,193918,37
7,8,208317,1,34,0,4,4,4,10,194,208511,right,250,4099,3951,21,203957,19
8,9,218256,1,44,10,5,5,5,14,191,218447,left,250,4028,4022,49,213963,13
9,10,228712,1,44,0,5,5,5,17,211,228923,left,250,4442,3608,23,224002,18
10,11,238617,1,46,2,4,4,4,6,193,238810,right,250,4336,3714,35,234024,10
11,12,248673,1,46,0,4,4,4,16,215,248888,right,250,4360,3690,40,244046,15
12,13,258444,1,56,10,5,5,5,10,186,258630,left,250,4098,3952,23,254085,10
13,14,268701,1,58,2,4,4,4,2,201,268902,right,250,4358,3692,20,264090,10
14,15,278706,1,58,0,5,5,5,3,226,278932,left,250,4340,3710,39,274112,13
15,16,288678,1,60,2,5,5,5,17,212,288890,left,250,4242,3808,11,284168,11
16,17,298900,1,60,0,4,4,4,12,206,299106,right,250,4464,3586,20,294173,5
17,18,308739,1,62,2,5,5,5,9,196,308935,left,250,4284,3766,10,304195,13
18,19,318460,1,72,10,4,4,4,11,193,318653,right,250,4014,4036,43,314184,7
19,20,328532,1,74,2,5,5,5,4,206,328738,left,250,4071,3979,33,324206,7
20,21,338855,1,74,0,4,4,4,16,211,339066,right,250,4343,3707,46,334245,17
21,22,348593,1,76,2,5,5,5,14,198,348791,left,250,4044,4006,10,344284,4
22,23,358966,1,86,10,4,4,4,4,209,359175,right,250,4439,3611,48,354272,6
23,24,368587,1,88,2,4,4,4,8,241,368828,right,250,4000,4050,22,364328,19
24,25,378793,1,98,10,5,5,5,10,213,379006,left,250,4148,3902,17,374384,12
25,26,388832,1,98,0,4,4,4,4,231,389063,right,250,4171,3879,40,384406,17
26,27,398838,1,108,10,5,5,5,5,201,399039,left,250,4121,3929,28,394461,10
27,28,409110,0,108,2,5,5,,8,0,0,left,250,4368,3682,28,404483,5
28,29,419283,1,108,0,4,4,4,8,217,419500,right,250,4485,3565,43,414539,6
29,30,429104,1,108,0,5,5,5,6,210,429314,left,250,4253,3797,29,424594,7
30,31,438926,0,108,10,4,4,,8,0,0,right,250,4050,4000,46,434617,5
31,32,449149,1,110,2,5,5,5,2,197,449346,left,250,4207,3843,26,444689,4
