,Ant_time,CorrectAnswer,Fix_time,J_time,PicturePrime.ACC,PicturePrime.CRESP,PicturePrime.DurationError,PicturePrime.OnsetDelay,PicturePrime.OnsetTime,PicturePrime.RESP,PicturePrime.RT,PicturePrime.RTTime,PictureTarget.ACC,PictureTarget.CRESP,PictureTarget.DurationError,PictureTarget.OnsetDelay,PictureTarget.OnsetTime,PictureTarget.RESP,PictureTarget.RT,PictureTarget.RTTime,Prime,PrimePosition,Procedure,Running,SumPrize,Target,TargetPosition,Target_time,TrialList,TrialList.Cycle,TrialList.Sample,prize
0,4218,5,3802,48,1,,0,97,94523,,0,0,1,5,-999999,58,99050,5,205,99255,bigwinleft.bmp,left,TrialProc,TrialList,10,targetleft.bmp,left,280,1,1,1,10
1,4116,5,3914,42,1,,0,69,104662,,0,0,1,5,-999999,9,109038,5,176,109214,smallwinleft.bmp,left,TrialProc,TrialList,12,targetleft.bmp,left,270,2,1,2,2
2,4248,5,3792,20,1,,0,8,114651,,0,0,0,5,0,11,119161,,0,0,bigwinleft.bmp,left,TrialProc,TrialList,12,targetleft.bmp,left,260,3,1,3,10
3,4032,4,4018,46,1,,0,63,124757,,0,0,1,4,-999999,26,129066,4,201,129267,nowinright.bmp,right,TrialProc,TrialList,12,targetright.bmp,right,250,4,1,4,0
4,4145,4,3905,33,1,,0,37,134845,,0,0,1,4,-999999,14,139255,4,159,139414,bigwinright.bmp,right,TrialProc,TrialList,22,targetright.bmp,right,250,5,1,5,10
5,4341,5,3709,33,1,,0,33,144850,,0,0,1,5,-999999,2,149444,5,144,149588,nowinleft.bmp,left,TrialProc,TrialList,22,targetleft.bmp,left,250,6,1,6,0
6,4447,4,3603,41,1,,0,34,154839,,0,0,1,4,-999999,12,159549,4,57,159606,smallwinright.bmp,right,TrialProc,TrialList,24,targetright.bmp,right,250,7,1,7,2
7,4211,4,3839,15,1,,0,9,164727,,0,0,0,4,0,15,169204,,0,0,nowinright.bmp,right,TrialProc,TrialList,24,targetright.bmp,right,250,8,1,8,0
8,4179,5,3871,26,1,,0,19,174783,,0,0,1,5,-999999,13,179226,5,187,179413,bigwinleft.bmp,left,TrialProc,TrialList,34,targetleft.bmp,left,250,9,1,9,10
9,4381,5,3669,23,1,,0,7,184788,,0,0,1,5,-999999,12,189432,5,107,189539,nowinleft.bmp,left,TrialProc,TrialList,34,targetleft.bmp,left,250,10,1,10,0
