,TrialList,PictureTarget.OnsetTime,PictureTarget.ACC,SumPrize,prize,CorrectAnswer,PictureTarget.CRESP,PictureTarget.RESP,PictureTarget.OnsetDelay,PictureTarget.RT,PictureTarget.RTTime,TargetPosition,Target_time,Ant_time,Fix_time,J_time,PicturePrime.OnsetTime,PicturePrime.OnsetDelay
0,1,120412,1,10,10,5,5,5,33,209,120621,left,280,4478,3542,27,115650,47
1,2,130182,1,12,2,5,5,5,11,178,130360,left,270,4215,3815,20,125705,38
2,3,140354,1,22,10,5,5,5,12,201,140555,left,260,4414,3626,31,135677,13
3,4,150060,1,22,0,4,4,4,15,236,150296,right,250,4078,3972,32,145716,36
4,5,160232,1,32,10,4,4,4,7,188,160420,right,250,4186,3864,38,155788,18
5,6,170254,1,32,0,5,5,5,11,198,170452,left,250,4165,3885,28,165827,29
6,7,180510,1,34,2,4,4,4,12,171,180681,right,250,4381,3669,34,175866,39
7,8,190164,1,34,0,4,4,4,17,193,190357,right,250,4025,4025,15,185871,16
8,9,200403,1,44,10,5,5,5,6,201,200604,left,250,4269,3781,50,195877,18
9,10,210643,1,44,0,5,5,5,6,230,210873,left,250,4454,3596,24,205932,17
10,11,220230,1,46,2,4,4,4,8,174,220404,right,250,4000,4050,30,215971,9
11,12,230369,1,46,0,4,4,4,11,189,230558,right,250,4147,3903,34,225960,4
12,13,240508,1,56,10,5,5,5,9,203,240711,left,250,4266,3784,33,235982,16
13,14,250531,1,58,2,4,4,4,16,209,250740,right,250,4243,3807,36,246021,17
14,15,260553,1,58,0,5,5,5,6,213,260766,left,250,4237,3813,31,256059,14
15,16,270441,1,60,2,5,5,5,6,213,270654,left,250,4086,3964,29,266098,19
16,17,280714,1,60,0,4,4,4,6,45,280759,right,250,4337,3713,30,276120,4
17,18,290686,1,62,2,5,5,5,7,231,290917,left,250,4453,3597,32,285975,3
18,19,300674,1,72,10,4,4,4,9,180,300854,right,250,4383,3667,18,296031,18
19,20,310747,1,74,2,5,5,5,10,201,310948,left,250,4466,3584,25,306020,16
20,21,320401,1,74,0,4,4,4,10,180,320581,right,250,4098,3952,31,316042,9
21,22,330624,1,76,2,5,5,5,7,165,330789,left,250,4319,3731,20,326047,19
22,23,340663,1,86,10,4,4,4,8,171,340834,right,250,4385,3665,33,336019,13
23,24,350685,1,88,2,4,4,4,13,169,350854,right,250,4397,3653,34,346024,17
24,25,360723,1,98,10,5,5,5,8,11,360734,left,250,4434,3616,18,356030,16
25,26,370345,1,98,0,4,4,4,5,193,370538,right,250,4238,3812,50,365851,15
26,27,380200,1,108,10,5,5,5,7,191,380391,left,250,4052,3998,20,375890,17
27,28,390389,1,110,2,5,5,5,4,199,390588,left,250,4238,3812,15,385896,14
28,29,400628,1,110,0,4,4,4,12,186,400814,right,250,4464,3586,26,395901,18
29,30,410567,0,110,0,5,5,,8,0,0,left,250,4402,3648,37,405906,7
30,31,420706,1,120,10,4,4,4,17,176,420882,right,250,4459,3591,49,415979,14
31,32,430294,1,122,2,5,5,5,2,193,430487,left,250,4040,4010,38,426001,17
32,33,440751,1,132,10,4,4,4,2,51,440802,right,250,4475,3575,27,436023,12
33,34,450588,1,132,0,4,4,4,10,190,450778,right,250,4433,3617,50,445894,6
34,35,460677,0,132,2,4,4,,16,0,0,right,250,4477,3573,32,455933,17
35,36,470415,0,132,10,5,5,,2,0,0,left,250,4157,3893,31,466005,18
36,37,480654,1,132,0,4,4,4,14,194,480848,right,250,4311,3739,23,476078,19
37,38,490459,0,132,2,4,4,,4,0,0,right,250,4121,3929,32,486083,10
38,39,500882,0,132,10,4,4,,16,0,0,right,250,4460,3590,28,496155,18
39,40,510587,1,132,0,5,5,5,9,191,510778,left,250,4116,3934,14,506211,6
40,41,520592,1,142,10,5,5,5,13,167,520759,left,250,4112,3938,14,516216,19
41,42,530731,1,144,2,5,5,5,5,161,530892,left,250,4287,3763,33,526188,19
42,43,540436,1,144,0,5,5,5,8,188,540624,left,250,4000,4050,25,536177,17
43,44,550792,1,144,0,4,4,4,10,151,550943,right,250,4349,3701,32,546182,8
44,45,560814,0,144,2,5,5,,2,0,0,left,250,4390,3660,10,556171,18
45,46,570803,1,144,0,4,4,4,7,241,571044,right,250,4335,3715,34,566210,7
46,47,580859,1,146,2,4,4,4,4,198,581057,right,250,4322,3728,13,576282,16
47,48,590563,0,146,0,5,5,,10,0,0,left,250,4032,4018,11,586270,3
48,49,600752,0,146,2,4,4,,16,0,0,right,250,4176,3874,26,596309,5
49,50,611043,1,146,0,5,5,5,2,244,611287,left,250,4425,3625,35,606365,8
50,51,620797,0,146,10,4,4,,15,0,0,right,250,4094,3956,32,616437,15
51,52,631119,1,148,2,5,5,5,16,218,631337,left,250,4343,3707,24,626509,18
52,53,640992,1,158,10,5,5,5,2,216,641208,left,250,4191,3859,21,636548,9
53,54,651331,1,158,0,5,5,5,17,204,651535,left,250,4493,3557,13,646570,11
54,55,661035,1,168,10,4,4,4,9,193,661228,right,250,4200,3850,28,656575,3
55,56,671224,1,170,2,5,5,5,5,218,671442,left,250,4387,3663,15,666581,6
56,57,681079,1,180,10,4,4,4,16,237,681316,right,250,4192,3858,29,676620,19
57,58,691051,1,182,2,4,4,4,14,216,691267,right,250,4111,3939,36,686675,4
58,59,701090,1,192,10,5,5,5,8,198,701288,left,250,4117,3933,41,696714,14
59,60,711329,1,194,2,4,4,4,12,198,711527,right,250,4330,3720,37,706736,9
60,61,721034,1,194,0,5,5,5,13,224,721258,left,250,4012,4038,29,716758,13
61,62,731257,1,204,10,4,4,4,15,183,731440,right,250,4194,3856,14,726797,5
62,63,741095,1,204,0,5,5,5,9,200,741295,left,250,4049,4001,46,736786,20
63,64,751201,1,214,10,5,5,5,14,205,751406,left,250,4128,3922,14,746808,4
64,65,761123,0,214,10,4,4,,12,0,0,right,250,4030,4020,28,756830,20
65,66,771463,0,214,2,4,4,,2,0,0,right,250,4325,3725,17,766885,5
