,TrialList,PictureTarget.OnsetTime,PictureTarget.ACC,SumPrize,prize,CorrectAnswer,PictureTarget.CRESP,PictureTarget.RESP,PictureTarget.OnsetDelay,PictureTarget.RT,PictureTarget.RTTime,TargetPosition,Target_time,Ant_time,Fix_time,J_time,PicturePrime.OnsetTime,PicturePrime.OnsetDelay
0,1,145940,0,0,10,5,5,,51,0,0,left,280,4325,3695,13,141313,63
1,2,155812,0,0,2,5,5,,5,0,0,left,290,4104,3906,43,151452,37
2,3,166034,0,0,10,5,5,4,11,265,166299,left,300,4248,3752,32,161524,7
3,4,175990,1,0,0,4,4,4,23,245,176235,right,300,4119,3881,43,171597,52
4,5,186029,0,0,10,4,4,5,13,200,186229,right,300,4113,3887,10,181652,24
5,6,196168,1,0,0,5,5,5,10,208,196376,left,300,4266,3734,46,191641,40
6,7,205973,0,0,2,4,4,5,9,191,206164,right,300,4050,3950,39,201663,37
7,8,216179,0,0,0,4,4,5,3,213,216392,right,300,4290,3710,25,211635,11
8,9,226167,0,0,10,5,5,,16,0,0,left,300,4293,3707,17,221607,8
9,10,236073,1,0,0,5,5,5,13,214,236287,left,300,4146,3854,16,231663,17
10,11,246179,1,2,2,4,4,4,2,198,246377,right,300,4291,3709,35,241635,17
11,12,256267,0,2,0,4,4,5,3,178,256445,right,300,4406,3594,41,251607,15
12,13,266189,0,2,10,5,5,4,7,206,266395,left,300,4369,3631,11,261562,9
13,14,275794,0,2,2,4,4,,12,0,0,right,300,4013,3987,47,271518,6
14,15,286268,1,2,0,5,5,5,2,203,286471,left,300,4408,3592,42,281607,20
15,16,295838,0,2,2,5,5,,7,0,0,left,300,4001,3999,38,291579,7
16,17,306061,0,2,0,4,4,5,12,193,306254,right,300,4147,3853,29,301651,12
17,18,316100,0,2,2,5,5,4,15,232,316332,left,300,4228,3772,28,311606,4
18,19,326105,0,2,10,4,4,5,11,177,326282,right,300,4248,3752,36,321595,5
19,20,336010,0,2,2,5,5,,14,0,0,left,300,4195,3805,29,331550,14
20,21,346266,0,2,0,4,4,5,9,204,346470,right,300,4400,3600,38,341606,4
21,22,356038,1,4,2,5,5,5,11,180,356218,left,300,4181,3819,41,351595,12
22,23,365826,0,4,10,4,4,5,9,183,366009,right,300,4016,3984,15,361550,9
23,24,376099,0,4,2,4,4,5,10,184,376283,right,300,4349,3651,12,371489,19
24,25,386038,0,4,10,5,5,4,11,136,386174,left,300,4349,3651,35,381427,4
25,26,395709,0,4,0,4,4,5,3,191,395900,right,300,4106,3894,45,391349,15
26,27,405581,0,4,10,5,5,4,2,211,405792,left,300,4007,3993,32,401321,5
27,28,415687,1,6,2,5,5,5,10,208,415895,left,300,4116,3884,26,411310,18
28,29,425876,1,6,0,4,4,4,3,215,426091,right,300,4340,3660,35,421282,7
29,30,435631,1,6,0,5,5,5,14,197,435828,left,300,4095,3905,35,431271,15
30,31,445720,1,16,10,4,4,4,11,221,445941,right,300,4215,3785,29,441243,15
31,32,455491,1,18,2,5,5,5,5,261,455752,left,300,4003,3997,12,451232,5
32,33,465731,0,18,10,4,4,5,7,204,465935,right,300,4236,3764,31,461237,4
