,Ant_time,CorrectAnswer,Fix_time,J_time,PicturePrime.ACC,PicturePrime.CRESP,PicturePrime.DurationError,PicturePrime.OnsetDelay,PicturePrime.OnsetTime,PicturePrime.RESP,PicturePrime.RT,PicturePrime.RTTime,PictureTarget.ACC,PictureTarget.CRESP,PictureTarget.DurationError,PictureTarget.OnsetDelay,PictureTarget.OnsetTime,PictureTarget.RESP,PictureTarget.RT,PictureTarget.RTTime,Prime,PrimePosition,Procedure,Running,SumPrize,Target,TargetPosition,Target_time,TrialList,TrialList.Cycle,TrialList.Sample,prize
0,4314,5,3706,12,1,,0,96,32622,,0,0,0,5,0,46,37233,,0,0,bigwinleft.bmp,left,TrialProc,TrialList,0,targetleft.bmp,left,280,1,1,1,10
1,4312,5,3698,10,1,,0,54,42761,,0,0,0,5,0,14,47338,,0,0,smallwinleft.bmp,left,TrialProc,TrialList,0,targetleft.bmp,left,290,2,1,2,2
2,4483,5,3517,26,1,,0,7,52817,,0,0,1,5,-999999,10,57561,5,280,57841,bigwinleft.bmp,left,TrialProc,TrialList,10,targetleft.bmp,left,300,3,1,3,10
3,4071,4,3929,11,1,,0,74,62922,,0,0,1,4,-999999,21,67265,4,265,67530,nowinright.bmp,right,TrialProc,TrialList,10,targetright.bmp,right,300,4,1,4,0
4,4014,4,3986,34,1,,0,22,72961,,0,0,1,4,-999999,11,77237,4,258,77495,bigwinright.bmp,right,TrialProc,TrialList,20,targetright.bmp,right,300,5,1,5,10
5,4328,5,3672,23,1,,0,33,83017,,0,0,1,5,-999999,14,87610,5,259,87869,nowinleft.bmp,left,TrialProc,TrialList,20,targetleft.bmp,left,300,6,1,6,0
6,4292,4,3718,47,1,,0,28,93056,,0,0,0,4,0,17,97616,,0,0,smallwinright.bmp,right,TrialProc,TrialList,20,targetright.bmp,right,290,7,1,7,2
7,4111,4,3889,47,1,,0,3,103144,,0,0,0,4,0,15,107521,,0,0,nowinright.bmp,right,TrialProc,TrialList,20,targetright.bmp,right,300,8,1,8,0
8,4445,5,3555,29,1,,0,4,113217,,0,0,0,5,0,14,117927,,0,0,bigwinleft.bmp,left,TrialProc,TrialList,20,targetleft.bmp,left,300,9,1,9,10
9,4223,5,3777,28,1,,0,4,123272,,0,0,1,5,-999999,3,127749,5,248,127997,nowinleft.bmp,left,TrialProc,TrialList,20,targetleft.bmp,left,300,10,1,10,0
10,4255,4,3745,45,1,,0,5,133277,,0,0,1,4,-999999,4,137787,4,267,138054,smallwinright.bmp,right,TrialProc,TrialList,22,targetright.bmp,right,300,11,1,11,2
11,4141,4,3859,47,1,,0,5,143316,,0,0,0,4,-999999,2,147710,5,293,148003,nowinright.bmp,right,TrialProc,TrialList,22,targetright.bmp,right,300,12,1,12,0
12,4006,5,3994,20,1,,0,18,153388,,0,0,1,5,-999999,3,157648,5,258,157906,bigwinleft.bmp,left,TrialProc,TrialList,32,targetleft.bmp,left,300,13,1,13,10
13,4115,4,3885,44,1,,0,14,163411,,0,0,1,4,-999999,10,167787,4,269,168056,smallwinright.bmp,right,TrialProc,TrialList,34,targetright.bmp,right,300,14,1,14,2
14,4435,5,3565,17,1,,0,6,173466,,0,0,1,5,-999999,8,178160,5,254,178414,nowinleft.bmp,left,TrialProc,TrialList,34,targetleft.bmp,left,300,15,1,15,0
15,4454,5,3546,17,1,,0,16,183488,,0,0,0,5,0,5,188198,,0,0,smallwinleft.bmp,left,TrialProc,TrialList,34,targetleft.bmp,left,300,16,1,16,2
16,4097,4,3903,36,1,,0,17,193544,,0,0,1,4,-999999,11,197903,4,286,198189,nowinright.bmp,right,TrialProc,TrialList,34,targetright.bmp,right,300,17,1,17,0
17,4132,5,3868,15,1,,0,14,203616,,0,0,1,5,-999999,10,208009,5,226,208235,smallwinleft.bmp,left,TrialProc,TrialList,36,targetleft.bmp,left,300,18,1,18,2
18,4326,4,3674,48,1,,0,18,213604,,0,0,1,4,-999999,17,218198,4,294,218492,bigwinright.bmp,right,TrialProc,TrialList,46,targetright.bmp,right,300,19,1,19,10
19,4068,5,3932,31,1,,0,18,223693,,0,0,1,5,-999999,8,228020,5,258,228278,smallwinleft.bmp,left,TrialProc,TrialList,48,targetleft.bmp,left,300,20,1,20,2
20,4436,4,3564,43,1,,0,19,233732,,0,0,1,4,-999999,7,238426,4,296,238722,nowinright.bmp,right,TrialProc,TrialList,48,targetright.bmp,right,300,21,1,21,0
21,4273,5,3737,30,1,,0,7,243804,,0,0,0,5,0,3,248331,,0,0,smallwinleft.bmp,left,TrialProc,TrialList,48,targetleft.bmp,left,290,22,1,22,2
22,4200,4,3800,45,1,,0,4,253860,,0,0,1,4,-999999,9,258320,4,257,258577,bigwinright.bmp,right,TrialProc,TrialList,58,targetright.bmp,right,300,23,1,23,10
23,4269,4,3731,30,1,,0,6,263899,,0,0,1,4,-999999,6,268425,4,285,268710,smallwinright.bmp,right,TrialProc,TrialList,60,targetright.bmp,right,300,24,1,24,2
24,4387,5,3623,39,1,,0,3,273954,,0,0,0,5,0,6,278598,,0,0,bigwinleft.bmp,left,TrialProc,TrialList,60,targetleft.bmp,left,290,25,1,25,10
25,4348,4,3652,49,1,,0,11,284026,,0,0,1,4,-999999,11,288636,4,236,288872,nowinright.bmp,right,TrialProc,TrialList,60,targetright.bmp,right,300,26,1,26,0
26,4427,5,3573,19,1,,0,18,294065,,0,0,0,5,0,16,298759,,0,0,bigwinleft.bmp,left,TrialProc,TrialList,60,targetleft.bmp,left,300,27,1,27,10
27,4037,5,3963,41,1,,0,15,304121,,0,0,1,5,-999999,4,308413,5,247,308660,smallwinleft.bmp,left,TrialProc,TrialList,62,targetleft.bmp,left,300,28,1,28,2
28,4095,4,3905,40,1,,0,9,314143,,0,0,1,4,-999999,13,318502,4,267,318769,nowinright.bmp,right,TrialProc,TrialList,62,targetright.bmp,right,300,29,1,29,0
29,4108,5,3892,47,1,,0,10,324181,,0,0,0,5,0,2,328542,,0,0,nowinleft.bmp,left,TrialProc,TrialList,62,targetleft.bmp,left,300,30,1,30,0
30,4030,4,3970,19,1,,0,19,334254,,0,0,1,4,-999999,11,338546,4,261,338807,bigwinright.bmp,right,TrialProc,TrialList,72,targetright.bmp,right,300,31,1,31,10
31,4053,5,3947,11,1,,0,15,344276,,0,0,1,5,-999999,5,348585,5,238,348823,smallwinleft.bmp,left,TrialProc,TrialList,74,targetleft.bmp,left,300,32,1,32,2
32,4153,4,3847,50,1,,0,5,354264,,0,0,0,4,0,6,358674,,0,0,bigwinright.bmp,right,TrialProc,TrialList,74,targetright.bmp,right,300,33,1,33,10
33,4495,4,3505,48,1,,0,17,364353,,0,0,1,4,-999999,15,369114,4,263,369377,nowinright.bmp,right,TrialProc,TrialList,74,targetright.bmp,right,300,34,1,34,0
34,4175,4,3825,26,1,,0,19,374409,,0,0,1,4,-999999,17,378852,4,274,379126,smallwinright.bmp,right,TrialProc,TrialList,76,targetright.bmp,right,300,35,1,35,2
35,4300,5,3700,19,1,,0,7,384448,,0,0,1,5,-999999,9,389008,5,199,389207,bigwinleft.bmp,left,TrialProc,TrialList,86,targetleft.bmp,left,300,36,1,36,10
36,4021,4,3989,39,1,,0,15,394403,,0,0,1,4,-999999,4,398679,4,268,398947,nowinright.bmp,right,TrialProc,TrialList,86,targetright.bmp,right,290,37,1,37,0
37,4089,4,3931,12,1,,0,11,404458,,0,0,1,4,-999999,3,408801,4,216,409017,smallwinright.bmp,right,TrialProc,TrialList,88,targetright.bmp,right,280,38,1,38,2
38,4483,4,3547,17,1,,0,4,414430,,0,0,1,4,-999999,10,419174,4,222,419396,bigwinright.bmp,right,TrialProc,TrialList,98,targetright.bmp,right,270,39,1,39,10
39,4183,5,3857,23,1,,0,16,424452,,0,0,1,5,-999999,9,428895,5,211,429106,nowinleft.bmp,left,TrialProc,TrialList,98,targetleft.bmp,left,260,40,1,40,0
40,4176,5,3874,40,1,,0,11,434458,,0,0,1,5,-999999,16,438901,5,227,439128,bigwinleft.bmp,left,TrialProc,TrialList,108,targetleft.bmp,left,250,41,1,41,10
41,4258,5,3792,38,1,,0,10,444513,,0,0,0,5,0,2,449024,,0,0,smallwinleft.bmp,left,TrialProc,TrialList,108,targetleft.bmp,left,250,42,1,42,2
42,4188,5,3862,15,1,,0,11,454569,,0,0,0,5,0,4,459012,,0,0,nowinleft.bmp,left,TrialProc,TrialList,108,targetleft.bmp,left,250,43,1,43,0
43,4031,4,4019,17,1,,0,18,464624,,0,0,0,4,0,11,468917,,0,0,nowinright.bmp,right,TrialProc,TrialList,108,targetright.bmp,right,250,44,1,44,0
44,4490,5,3550,33,1,,0,17,474680,,0,0,1,5,-999999,2,479423,5,182,479605,smallwinleft.bmp,left,TrialProc,TrialList,110,targetleft.bmp,left,260,45,1,45,2
