0,221347
1,221167
2,221165
3,221058
4,220923
5,221394
6,221244
7,221158
8,221042
9,221378
10,221040
11,221156
12,221183
13,221038
14,220854
15,221056
16,221261
17,221033
18,220682
19,220856
20,220679
21,220678
22,221241
23,221240
24,221243
25,221239
26,221129
27,221128
28,221127
29,221126
30,220521
31,220695
32,220694
33,220650
34,220717
35,220519
36,220649
37,220396
38,221122
39,221121
40,221120
41,220612
42,221119
43,220595
44,220593
45,220611
46,220591
47,220590
48,220589
49,220588
50,220587
51,220586
52,221132
53,221051
54,221050
55,221049
56,221021
57,221015
58,220545
59,221326
60,221325
61,220438
62,220543
63,220447
64,220445
65,220444
66,220443
67,220442
68,220441
69,220440
70,221046
71,221143
72,221044
73,221141
74,221043
75,221362
76,221385
77,220913
78,220392
79,221331
80,220383
81,220929
82,220580
83,220579
84,220578
85,220577
86,220576
87,220582
88,220583
89,220988
90,220987
91,220450
92,220452
93,220458
94,220916
95,221238
