0,377444
1,369670
2,310349
3,296972
4,282604
5,283469
6,274743
7,277675
8,266839
9,254905
10,256708
11,252614
12,252579
13,197703
14,104990
15,47843
16,48061
17,101867
18,41628
19,98681
20,41451
21,107162
22,41450
23,363021
24,42882
25,99031
26,41456
27,390964
28,385959
29,355531
30,298740
31,279140
32,266567
33,256061
34,254377
35,253730
36,252965
37,249683
38,249084
39,245209
40,204976
41,198932
42,348691
43,336575
44,325925
45,330085
46,311051
47,283511
48,286258
49,285500
50,285375
51,269836
52,260681
53,241549
54,228198
55,225295
56,108012
57,55188
58,43143
59,108910
60,326995
61,337167
62,390198
63,332854
64,332298
65,336020
66,310964
67,307963
68,301213
69,313132
70,310219
71,301851
72,297678
73,301359
74,289572
75,293465
76,288375
77,287895
78,272217
79,270187
80,266139
81,266233
82,261307
83,259503
84,78258
85,126040
86,72117
87,117368
88,330764
89,32968
90,85759
91,84308
92,32055
93,346875
94,84218
95,33206
96,348737
97,84634
98,33909
99,26522
100,27700
101,80122
102,330765
103,23686
104,71190
105,23218
106,72617
107,327019
108,20206
109,71192
110,23219
111,75192
112,332628
113,16489
114,55196
115,54449
116,15326
117,20741
118,67290
119,15487
120,54108
121,14292
122,13923
123,53314
124,12120
125,45666
126,304606
127,300794
128,302944
129,273154
130,266587
131,27569
132,75191
133,388226
134,388218
135,386475
136,367234
137,347920
138,341798
139,326846
140,308638
141,308637
142,305960
143,304885
144,302417
145,297921
146,295075
147,285946
148,281613
149,273305
150,270266
151,267817
152,265313
153,57914
154,378875
155,369722
156,17585
157,57235
158,15953
159,13514
160,11261
161,365457
162,41362
163,385235
164,384169
165,376942
166,369669
167,361766
168,349487
169,355070
170,357081
171,344423
172,343069
173,347968
174,337842
175,330027
176,315988
177,307528
178,303026
179,299216
180,298407
181,296627
182,294405
183,286097
184,281547
185,280230
186,280472
187,269741
188,267570
189,272026
190,262188
191,394468
192,262568
193,242712
194,384424
195,372310
196,234881
197,91356
198,70976
199,89415
200,70967
201,70942
202,90993
203,70431
204,70968
205,19386
206,13745
207,70971
208,13658
209,384333
210,70973
211,12035
212,70974
213,274617
214,271532
215,270079
216,269995
217,264201
218,261503
219,242578
220,229605
221,365394
222,363552
223,225265
224,45067
225,102298
226,44966
227,334355
228,24568
229,75694
230,372402
231,360403
232,325843
233,323149
234,318819
235,321575
236,316972
237,321609
238,315918
239,312505
240,306102
241,310903
242,310758
243,313773
244,307690
245,316577
246,312037
247,312078
248,229349
249,360405
250,217855
251,221964
252,357403
253,215686
254,355895
255,350987
256,350836
257,209414
258,344097
259,200595
260,339351
261,197364
262,192164
263,192278
264,192277
265,80573
266,77683
267,90030
268,116234
269,116158
270,90029
271,76919
272,117344
273,88217
274,54582
275,67596
276,86465
277,83263
278,63274
279,76841
280,66297
281,48372
282,77325
283,59685
284,67494
285,76408
286,58552
287,76415
288,73664
289,62037
290,57138
291,57145
292,63680
293,63682
294,70062
295,70128
296,15523
297,57449
298,57451
299,64547
300,64548
301,57880
302,53262
303,61989
304,74167
305,57411
306,57413
307,57854
308,52266
309,58285
310,58287
311,69418
312,61718
313,61723
314,74755
315,43019
316,54787
317,385748
318,382466
319,381399
320,380040
321,375626
322,371576
323,363541
324,359610
325,359602
326,354979
327,349869
328,348821
329,338471
330,337303
331,323246
332,323070
333,314070
334,298693
335,311895
336,295197
337,286445
338,266190
339,259733
340,259747
341,258729
342,253169
343,252862
344,348819
345,209111
346,349879
347,208850
348,73409
349,340069
350,117612
351,71273
352,117609
353,53556
354,104124
355,41570
356,87801
357,32437
358,84201
359,348823
360,29343
361,76411
362,29344
363,321590
364,17803
365,58884
366,18767
367,58883
368,371581
369,14102
370,368117
371,49952
372,49950
373,15262
374,359615
375,388179
376,382159
377,326698
378,326052
379,308288
380,306641
381,303383
382,301650
383,286173
384,284793
385,286902
386,281671
387,401115
388,269519
389,261761
390,394869
391,238788
392,374627
393,39721
394,91540
395,35544
396,82835
397,27265
398,76466
399,30553
400,81746
401,20549
402,69403
403,388016
404,23475
405,60316
406,380764
407,20005
408,60315
409,18640
410,336679
411,316615
412,316614
413,284852
414,273302
415,254068
416,250207
417,253165
418,371621
419,232371
420,192999
421,333669
422,365155
423,362923
424,355897
425,44921
426,100778
427,335940
428,325923
429,310989
430,302706
431,306260
432,287275
433,286174
434,269091
435,258037
436,256523
437,256953
438,256012
439,254508
440,246360
441,239770
442,229884
443,48322
444,99662
445,90650
446,41792
447,359419
448,25084
449,78546
450,23395
451,62176
452,15989
453,54417
454,54173
455,15903
456,16116
457,379584
458,352988
459,280936
460,280268
461,384429
462,34543
463,88667
464,88886
465,33508
466,34083
467,88887
468,30287
469,88351
470,26981
471,53383
472,50766
473,26980
474,55402
475,26979
476,50455
477,26977
478,26975
479,41868
480,26974
481,371749
482,300181
483,290945
484,290922
485,287041
486,284932
487,284933
488,225951
489,217208
490,217497
491,78559
492,87346
493,35413
494,35600
495,86581
496,33531
497,87043
498,29656
499,85774
500,29821
501,29657
502,390968
503,378591
504,373463
505,375526
506,375543
507,373812
508,305853
509,302549
510,298738
511,241341
512,99749
513,37672
514,31738
515,81259
516,31739
517,82756
518,79676
519,28845
520,78582
521,32660
522,31325
523,72985
524,31335
525,11838
526,33629
527,354925
528,299322
529,311636
530,301501
531,294546
532,290574
533,266011
534,262666
535,257126
536,245493
537,246813
538,244045
539,234752
540,209216
541,348333
542,207224
543,342978
544,205117
545,329518
546,191253
547,38457
548,85680
549,85674
550,33178
551,29646
552,27060
553,85694
554,15863
555,60557
556,15952
557,60640
558,60753
559,16741
560,16740
561,60687
562,15797
563,60572
564,13770
565,60587
566,12441
567,38562
568,10246
569,38461
570,9640
571,39574
572,9639
573,297922
574,277588
575,262237
576,261403
577,262189
578,255361
579,251724
580,238478
581,228798
582,196377
583,352293
584,194310
585,192717
586,333782
587,364876
588,11696
589,12406
590,11767
591,343656
592,314610
593,312237
594,306055
595,297198
596,290566
597,288771
598,285443
599,269101
600,264710
601,255440
602,246999
603,235969
604,375092
605,361765
606,213445
607,221822
608,362808
609,354355
610,215967
611,115827
612,65420
613,108972
614,57851
615,56520
616,113110
617,57167
618,96962
619,47877
620,88861
621,38073
622,84628
623,37168
624,84558
625,36312
626,20285
627,57783
628,16732
629,54324
630,16097
631,403865
632,403866
633,397826
634,401667
635,375091
636,348686
637,346090
638,282666
639,267815
640,264639
641,259711
642,255705
643,242094
644,380741
645,222557
646,347015
647,199438
648,196422
649,346279
650,20783
651,15676
652,387697
653,377703
654,381397
655,351574
656,365776
657,348688
658,326313
659,329790
660,351573
661,321416
662,318821
663,316474
664,301046
665,292731
666,292728
667,290795
668,286523
669,277658
670,277660
671,271675
672,271062
673,269982
674,269983
675,267242
676,265056
677,256936
678,251972
679,223717
680,367115
681,224934
682,369946
683,223716
684,364212
685,221592
686,364211
687,246096
688,221593
689,365775
690,57533
691,32583
692,82913
693,43238
694,90204
695,76954
696,23153
697,17552
698,57532
699,69176
700,23149
701,70351
702,23148
703,341106
704,381840
705,341749
706,324999
707,320480
708,313979
709,297359
710,297360
711,293632
712,287551
713,286398
714,285117
715,281009
716,279540
717,278457
718,274616
719,274605
720,259859
721,260844
722,248743
723,252586
724,252585
725,242487
726,239839
727,225280
728,353426
729,207282
730,200487
731,348085
732,199192
733,341750
734,196296
735,337169
736,337904
737,196408
738,198358
739,191220
740,337903
741,323621
742,191380
743,312661
744,191115
745,61125
746,100682
747,95704
748,54298
749,54308
750,16306
751,352906
752,321817
753,316265
754,311654
755,306419
756,307844
757,421578
758,364476
759,334548
760,291299
761,281010
762,292490
763,274089
764,263912
765,260742
766,256429
767,251416
768,242525
769,243309
770,228073
771,228064
772,213651
773,209009
774,209918
775,209055
776,364097
777,209914
778,209912
779,205869
780,385601
781,379047
782,377087
783,373410
784,339850
785,321183
786,313603
787,312657
788,267494
789,257766
790,257784
791,245494
792,241340
793,223597
794,363186
795,222093
796,363508
797,348296
798,207532
799,208370
800,349665
801,350139
802,350140
803,43175
804,98571
805,42998
806,31829
807,76450
808,23801
809,20080
810,66047
811,20332
812,63264
813,55829
814,17363
815,402253
816,398868
817,377405
818,333969
819,325253
820,325891
821,380721
822,246982
823,101367
824,50541
825,52697
826,101368
827,101341
828,50494
829,98734
830,39726
831,98735
832,40094
833,79668
834,29480
835,28850
836,27433
837,79667
838,27397
839,78309
840,25359
841,75085
842,23771
843,73486
844,16782
845,55361
846,56743
847,17214
848,402896
849,391432
850,389766
851,378672
852,377702
853,361578
854,320452
855,310529
856,296898
857,290724
858,250255
859,234761
860,374490
861,30453
862,84026
863,30001
864,78455
865,400334
866,60763
867,18270
868,54777
869,15754
870,364171
871,364170
872,356161
873,356155
874,326336
875,323216
876,297676
877,213444
878,364369
879,104850
880,58166
881,367923
882,384432
883,399750
884,399909
885,348148
886,348440
887,337791
888,384426
889,384427
890,382465
891,370358
892,370345
893,364991
894,365910
895,361876
896,361095
897,348017
898,343942
899,343943
900,336680
901,326528
902,326530
903,306317
904,301313
905,290831
906,286705
907,277287
908,261997
909,261486
910,252778
911,252007
912,240436
913,244537
914,242764
915,239161
916,244955
917,238151
918,72658
919,117345
920,115311
921,73983
922,78357
923,116767
924,59451
925,114104
926,70184
927,76843
928,53086
929,46342
930,43223
931,92921
932,84297
933,45280
934,84832
935,35693
936,35691
937,80562
938,24979
939,79298
940,20162
941,20051
942,77163
943,20366
944,74190
945,56411
946,16416
947,16606
948,14488
949,55332
950,15580
951,14181
952,48542
953,385227
954,375471
955,374714
956,336788
957,317459
958,337133
959,305034
960,277676
961,283785
962,286711
963,271215
964,260339
965,255950
966,252035
967,247835
968,236526
969,229623
970,222719
971,71747
972,118057
973,34065
974,85186
975,71746
976,20506
977,66267
978,20188
979,17584
980,56280
981,57077
982,16866
983,56824
984,16956
985,57129
986,16783
987,14893
988,55612
989,12098
990,54867
991,388162
992,384706
993,384757
994,377508
995,372115
996,358620
997,345425
998,330047
999,323600
1000,323252
1001,311637
1002,308603
1003,310579
1004,297351
1005,305217
1006,286095
1007,285929
1008,301562
1009,249562
1010,385294
1011,381535
1012,243631
1013,95263
1014,44117
1015,87345
1016,36214
1017,35282
1018,83312
1019,30773
1020,87412
1021,35548
1022,29098
1023,81213
1024,75598
1025,24207
1026,75599
1027,24208
1028,68265
1029,23770
1030,20471
1031,60662
1032,20470
1033,19783
1034,60151
1035,17415
1036,56140
1037,57410
1038,17414
1039,379013
1040,325922
1041,334135
1042,296747
1043,286356
1044,296923
1045,276933
1046,249607
1047,244372
1048,244384
1049,207996
1050,208331
1051,350042
1052,193098
1053,346273
1054,87342
1055,36328
1056,84424
1057,33223
1058,16238
1059,55647
1060,14203
1061,51067
1062,42090
1063,12931
1064,11516
1065,37543
1066,11515
1067,33365
1068,387401
1069,382322
1070,378725
1071,364519
1072,347569
1073,347309
1074,286996
1075,285696
1076,255679
1077,255364
1078,255366
1079,44916
1080,97987
1081,96408
